Indicator ID,Indicator Name,Parent Code,Parent Name,Area Code,Area Name,Area Type,Sex,Age,Category Type,Category,Time period,Value,Lower CI 95.0 limit,Upper CI 95.0 limit,Lower CI 99.8 limit,Upper CI 99.8 limit,Count,Denominator,Value note,Recent Trend,Compared to England value or percentiles,Compared to NHS regions value or percentiles,Time period Sortable,New data,Compared to goal,Time period range
92165,Total number of prescribed antibiotic items per 1000 resident individuals by quarter,E40000004,South Of England Commissioning Region,E38000136,"Buckinghamshire, Oxfordshire and Berkshire West ICB - 10Q ",ICB sub-locations,Persons,All ages,,,2014 Q2,129.5436862,,,,,84912,655470,,,Not compared,Not compared,20140200,,,3m
92165,Total number of prescribed antibiotic items per 1000 resident individuals by quarter,E40000004,South Of England Commissioning Region,E38000137,Hampshire and Isle Of Wight ICB - 10R ,ICB sub-locations,Persons,All ages,,,2014 Q2,127.352346,,,,,26494,208037,,,Not compared,Not compared,20140200,,,3m
92165,Total number of prescribed antibiotic items per 1000 resident individuals by quarter,E40000004,South Of England Commissioning Region,E38000221,"Buckinghamshire, Oxfordshire and Berkshire West ICB - 15A ",ICB sub-locations,Persons,All ages,,,2014 Q2,139.6491817,,,,,66517,476315,"Due to boundary changes, historical values should be treated as estimates",,Not compared,Not compared,20140200,,,3m
92165,Total number of prescribed antibiotic items per 1000 resident individuals by quarter,E40000004,South Of England Commissioning Region,E38000223,"Buckinghamshire, Oxfordshire and Berkshire West ICB - 14Y ",ICB sub-locations,Persons,All ages,,,2014 Q2,145.0697664,,,,,75980,523748,"Due to boundary changes, historical values should be treated as estimates",,Not compared,Not compared,20140200,,,3m
92165,Total number of prescribed antibiotic items per 1000 resident individuals by quarter,,,E92000001,England,England,Persons,All ages,,,2014 Q3,143.0363529,,,,,3401939,23783737,Aggregated from all known lower geography values,,Not compared,Not compared,20140300,,,3m
92165,Total number of prescribed antibiotic items per 1000 resident individuals by quarter,E92000001,England,E40000005,South East NHS Region,NHS regions,Persons,All ages,,,2014 Q3,122.0401824,,,,,261681,2144220,Aggregated from all known lower geography values,,Not compared,Not compared,20140300,,,3m
92165,Total number of prescribed antibiotic items per 1000 resident individuals by quarter,E40000004,South Of England Commissioning Region,E38000021,Sussex ICB - 09D ,ICB sub-locations,Persons,All ages,,,2014 Q3,101.656868,,,,,28530,280650,,,Not compared,Not compared,20140300,,,3m
92165,Total number of prescribed antibiotic items per 1000 resident individuals by quarter,E40000004,South Of England Commissioning Region,E38000136,"Buckinghamshire, Oxfordshire and Berkshire West ICB - 10Q ",ICB sub-locations,Persons,All ages,,,2014 Q3,120.5074222,,,,,78989,655470,,,Not compared,Not compared,20140300,,,3m
92165,Total number of prescribed antibiotic items per 1000 resident individuals by quarter,E40000004,South Of England Commissioning Region,E38000137,Hampshire and Isle Of Wight ICB - 10R ,ICB sub-locations,Persons,All ages,,,2014 Q3,114.1575777,,,,,23749,208037,,,Not compared,Not compared,20140300,,,3m
92165,Total number of prescribed antibiotic items per 1000 resident individuals by quarter,E40000004,South Of England Commissioning Region,E38000221,"Buckinghamshire, Oxfordshire and Berkshire West ICB - 15A ",ICB sub-locations,Persons,All ages,,,2014 Q3,126.9873928,,,,,60486,476315,"Due to boundary changes, historical values should be treated as estimates",,Not compared,Not compared,20140300,,,3m
92165,Total number of prescribed antibiotic items per 1000 resident individuals by quarter,E40000004,South Of England Commissioning Region,E38000223,"Buckinghamshire, Oxfordshire and Berkshire West ICB - 14Y ",ICB sub-locations,Persons,All ages,,,2014 Q3,133.5126817,,,,,69927,523748,"Due to boundary changes, historical values should be treated as estimates",,Not compared,Not compared,20140300,,,3m
92165,Total number of prescribed antibiotic items per 1000 resident individuals by quarter,,,E92000001,England,England,Persons,All ages,,,2014 Q4,175.13379,,,,,4165336,23783737,Aggregated from all known lower geography values,,Not compared,Not compared,20140400,,,3m
92165,Total number of prescribed antibiotic items per 1000 resident individuals by quarter,E92000001,England,E40000005,South East NHS Region,NHS regions,Persons,All ages,,,2014 Q4,148.8004962,,,,,319061,2144220,Aggregated from all known lower geography values,,Not compared,Not compared,20140400,,,3m
92165,Total number of prescribed antibiotic items per 1000 resident individuals by quarter,E40000004,South Of England Commissioning Region,E38000021,Sussex ICB - 09D ,ICB sub-locations,Persons,All ages,,,2014 Q4,119.8325316,,,,,33631,280650,,,Not compared,Not compared,20140400,,,3m
92165,Total number of prescribed antibiotic items per 1000 resident individuals by quarter,E40000004,South Of England Commissioning Region,E38000136,"Buckinghamshire, Oxfordshire and Berkshire West ICB - 10Q ",ICB sub-locations,Persons,All ages,,,2014 Q4,139.1413795,,,,,91203,655470,,,Not compared,Not compared,20140400,,,3m
92165,Total number of prescribed antibiotic items per 1000 resident individuals by quarter,E40000004,South Of England Commissioning Region,E38000137,Hampshire and Isle Of Wight ICB - 10R ,ICB sub-locations,Persons,All ages,,,2014 Q4,148.5985666,,,,,30914,208037,,,Not compared,Not compared,20140400,,,3m
92165,Total number of prescribed antibiotic items per 1000 resident individuals by quarter,E40000004,South Of England Commissioning Region,E38000221,"Buckinghamshire, Oxfordshire and Berkshire West ICB - 15A ",ICB sub-locations,Persons,All ages,,,2014 Q4,157.7191564,,,,,75124,476315,"Due to boundary changes, historical values should be treated as estimates",,Not compared,Not compared,20140400,,,3m
92165,Total number of prescribed antibiotic items per 1000 resident individuals by quarter,E40000004,South Of England Commissioning Region,E38000223,"Buckinghamshire, Oxfordshire and Berkshire West ICB - 14Y ",ICB sub-locations,Persons,All ages,,,2014 Q4,168.3805952,,,,,88189,523748,"Due to boundary changes, historical values should be treated as estimates",,Not compared,Not compared,20140400,,,3m
92165,Total number of prescribed antibiotic items per 1000 resident individuals by quarter,,,E92000001,England,England,Persons,All ages,,,2015 Q1,183.3968658,,,,,10047641,54786327,,,Not compared,Not compared,20150100,,,3m
92165,Total number of prescribed antibiotic items per 1000 resident individuals by quarter,E92000001,England,E40000005,South East NHS Region,NHS regions,Persons,All ages,,,2015 Q1,168.6344787,,,,,364924,2163994,Aggregated from all known lower geography values,,Not compared,Not compared,20150100,,,3m
92165,Total number of prescribed antibiotic items per 1000 resident individuals by quarter,E40000004,South Of England Commissioning Region,E38000021,Sussex ICB - 09D ,ICB sub-locations,Persons,All ages,,,2015 Q1,143.4279175,,,,,40744,284073,,,Not compared,Not compared,20150100,,,3m
92165,Total number of prescribed antibiotic items per 1000 resident individuals by quarter,E40000004,South Of England Commissioning Region,E38000136,"Buckinghamshire, Oxfordshire and Berkshire West ICB - 10Q ",ICB sub-locations,Persons,All ages,,,2015 Q1,157.4692688,,,,,103805,659208,,,Not compared,Not compared,20150100,,,3m
92165,Total number of prescribed antibiotic items per 1000 resident individuals by quarter,E40000004,South Of England Commissioning Region,E38000137,Hampshire and Isle Of Wight ICB - 10R ,ICB sub-locations,Persons,All ages,,,2015 Q1,186.3986511,,,,,39244,210538,,,Not compared,Not compared,20150100,,,3m
92165,Total number of prescribed antibiotic items per 1000 resident individuals by quarter,E40000004,South Of England Commissioning Region,E38000221,"Buckinghamshire, Oxfordshire and Berkshire West ICB - 15A ",ICB sub-locations,Persons,All ages,,,2015 Q1,178.3117218,,,,,85654,480361,"Due to boundary changes, historical values should be treated as estimates",,Not compared,Not compared,20150100,,,3m
92165,Total number of prescribed antibiotic items per 1000 resident individuals by quarter,E40000004,South Of England Commissioning Region,E38000223,"Buckinghamshire, Oxfordshire and Berkshire West ICB - 14Y ",ICB sub-locations,Persons,All ages,,,2015 Q1,180.2085266,,,,,95477,529814,"Due to boundary changes, historical values should be treated as estimates",,Not compared,Not compared,20150100,,,3m
92165,Total number of prescribed antibiotic items per 1000 resident individuals by quarter,,,E92000001,England,England,Persons,All ages,,,2015 Q2,151.2657471,,,,,8287295,54786327,,,Not compared,Not compared,20150200,,,3m
92165,Total number of prescribed antibiotic items per 1000 resident individuals by quarter,E92000001,England,E40000005,South East NHS Region,NHS regions,Persons,All ages,,,2015 Q2,138.8446548,,,,,300459,2163994,Aggregated from all known lower geography values,,Not compared,Not compared,20150200,,,3m
92165,Total number of prescribed antibiotic items per 1000 resident individuals by quarter,E40000004,South Of England Commissioning Region,E38000021,Sussex ICB - 09D ,ICB sub-locations,Persons,All ages,,,2015 Q2,117.3043518,,,,,33323,284073,,,Not compared,Not compared,20150200,,,3m
92165,Total number of prescribed antibiotic items per 1000 resident individuals by quarter,E40000004,South Of England Commissioning Region,E38000136,"Buckinghamshire, Oxfordshire and Berkshire West ICB - 10Q ",ICB sub-locations,Persons,All ages,,,2015 Q2,132.5681763,,,,,87390,659208,,,Not compared,Not compared,20150200,,,3m
92165,Total number of prescribed antibiotic items per 1000 resident individuals by quarter,E40000004,South Of England Commissioning Region,E38000137,Hampshire and Isle Of Wight ICB - 10R ,ICB sub-locations,Persons,All ages,,,2015 Q2,149.5027008,,,,,31476,210538,,,Not compared,Not compared,20150200,,,3m
92165,Total number of prescribed antibiotic items per 1000 resident individuals by quarter,E40000004,South Of England Commissioning Region,E38000221,"Buckinghamshire, Oxfordshire and Berkshire West ICB - 15A ",ICB sub-locations,Persons,All ages,,,2015 Q2,143.4837494,,,,,68924,480361,"Due to boundary changes, historical values should be treated as estimates",,Not compared,Not compared,20150200,,,3m
92165,Total number of prescribed antibiotic items per 1000 resident individuals by quarter,E40000004,South Of England Commissioning Region,E38000223,"Buckinghamshire, Oxfordshire and Berkshire West ICB - 14Y ",ICB sub-locations,Persons,All ages,,,2015 Q2,149.7619934,,,,,79346,529814,"Due to boundary changes, historical values should be treated as estimates",,Not compared,Not compared,20150200,,,3m
92165,Total number of prescribed antibiotic items per 1000 resident individuals by quarter,,,E92000001,England,England,Persons,All ages,,,2015 Q3,140.5736542,,,,,7701514,54786327,,,Not compared,Not compared,20150300,,,3m
92165,Total number of prescribed antibiotic items per 1000 resident individuals by quarter,E92000001,England,E40000005,South East NHS Region,NHS regions,Persons,All ages,,,2015 Q3,130.2120061,,,,,281778,2163994,Aggregated from all known lower geography values,,Not compared,Not compared,20150300,,,3m
92165,Total number of prescribed antibiotic items per 1000 resident individuals by quarter,E40000004,South Of England Commissioning Region,E38000021,Sussex ICB - 09D ,ICB sub-locations,Persons,All ages,,,2015 Q3,109.683075,,,,,31158,284073,,,Not compared,Not compared,20150300,,,3m
92165,Total number of prescribed antibiotic items per 1000 resident individuals by quarter,E40000004,South Of England Commissioning Region,E38000136,"Buckinghamshire, Oxfordshire and Berkshire West ICB - 10Q ",ICB sub-locations,Persons,All ages,,,2015 Q3,124.5449066,,,,,82101,659208,,,Not compared,Not compared,20150300,,,3m
92165,Total number of prescribed antibiotic items per 1000 resident individuals by quarter,E40000004,South Of England Commissioning Region,E38000137,Hampshire and Isle Of Wight ICB - 10R ,ICB sub-locations,Persons,All ages,,,2015 Q3,138.7255554,,,,,29207,210538,,,Not compared,Not compared,20150300,,,3m
92165,Total number of prescribed antibiotic items per 1000 resident individuals by quarter,E40000004,South Of England Commissioning Region,E38000221,"Buckinghamshire, Oxfordshire and Berkshire West ICB - 15A ",ICB sub-locations,Persons,All ages,,,2015 Q3,134.5779572,,,,,64646,480361,"Due to boundary changes, historical values should be treated as estimates",,Not compared,Not compared,20150300,,,3m
92165,Total number of prescribed antibiotic items per 1000 resident individuals by quarter,E40000004,South Of England Commissioning Region,E38000223,"Buckinghamshire, Oxfordshire and Berkshire West ICB - 14Y ",ICB sub-locations,Persons,All ages,,,2015 Q3,140.9286957,,,,,74666,529814,"Due to boundary changes, historical values should be treated as estimates",,Not compared,Not compared,20150300,,,3m
92165,Total number of prescribed antibiotic items per 1000 resident individuals by quarter,,,E92000001,England,England,Persons,All ages,,,2015 Q4,164.4252472,,,,,9008255,54786327,,,Not compared,Not compared,20150400,,,3m
92165,Total number of prescribed antibiotic items per 1000 resident individuals by quarter,E92000001,England,E40000005,South East NHS Region,NHS regions,Persons,All ages,,,2015 Q4,151.4241722,,,,,327681,2163994,Aggregated from all known lower geography values,,Not compared,Not compared,20150400,,,3m
92165,Total number of prescribed antibiotic items per 1000 resident individuals by quarter,E40000004,South Of England Commissioning Region,E38000021,Sussex ICB - 09D ,ICB sub-locations,Persons,All ages,,,2015 Q4,125.8866577,,,,,35761,284073,,,Not compared,Not compared,20150400,,,3m
92165,Total number of prescribed antibiotic items per 1000 resident individuals by quarter,E40000004,South Of England Commissioning Region,E38000136,"Buckinghamshire, Oxfordshire and Berkshire West ICB - 10Q ",ICB sub-locations,Persons,All ages,,,2015 Q4,143.0701752,,,,,94313,659208,,,Not compared,Not compared,20150400,,,3m
92165,Total number of prescribed antibiotic items per 1000 resident individuals by quarter,E40000004,South Of England Commissioning Region,E38000137,Hampshire and Isle Of Wight ICB - 10R ,ICB sub-locations,Persons,All ages,,,2015 Q4,164.3076324,,,,,34593,210538,,,Not compared,Not compared,20150400,,,3m
92165,Total number of prescribed antibiotic items per 1000 resident individuals by quarter,E40000004,South Of England Commissioning Region,E38000221,"Buckinghamshire, Oxfordshire and Berkshire West ICB - 15A ",ICB sub-locations,Persons,All ages,,,2015 Q4,159.0345612,,,,,76394,480361,"Due to boundary changes, historical values should be treated as estimates",,Not compared,Not compared,20150400,,,3m
92165,Total number of prescribed antibiotic items per 1000 resident individuals by quarter,E40000004,South Of England Commissioning Region,E38000223,"Buckinghamshire, Oxfordshire and Berkshire West ICB - 14Y ",ICB sub-locations,Persons,All ages,,,2015 Q4,163.491333,,,,,86620,529814,"Due to boundary changes, historical values should be treated as estimates",,Not compared,Not compared,20150400,,,3m
92165,Total number of prescribed antibiotic items per 1000 resident individuals by quarter,,,E92000001,England,England,Persons,All ages,,,2016 Q1,172.2181854,,,,,9518166,55268067,,,Not compared,Not compared,20160100,,,3m
92165,Total number of prescribed antibiotic items per 1000 resident individuals by quarter,E92000001,England,E40000005,South East NHS Region,NHS regions,Persons,All ages,,,2016 Q1,168.4711151,,,,,1474500,8752242,,,Not compared,Not compared,20160100,,,3m
92165,Total number of prescribed antibiotic items per 1000 resident individuals by quarter,E40000004,South Of England Commissioning Region,E38000021,Sussex ICB - 09D ,ICB sub-locations,Persons,All ages,,,2016 Q1,129.521225,,,,,37195,287173,,,Not compared,Not compared,20160100,,,3m
92165,Total number of prescribed antibiotic items per 1000 resident individuals by quarter,E40000004,South Of England Commissioning Region,E38000136,"Buckinghamshire, Oxfordshire and Berkshire West ICB - 10Q ",ICB sub-locations,Persons,All ages,,,2016 Q1,148.335968,,,,,98485,663932,,,Not compared,Not compared,20160100,,,3m
92165,Total number of prescribed antibiotic items per 1000 resident individuals by quarter,E40000004,South Of England Commissioning Region,E38000137,Hampshire and Isle Of Wight ICB - 10R ,ICB sub-locations,Persons,All ages,,,2016 Q1,175.7751923,,,,,37499,213335,,,Not compared,Not compared,20160100,,,3m
92165,Total number of prescribed antibiotic items per 1000 resident individuals by quarter,E40000004,South Of England Commissioning Region,E38000221,"Buckinghamshire, Oxfordshire and Berkshire West ICB - 15A ",ICB sub-locations,Persons,All ages,,,2016 Q1,164.2174072,,,,,79541,484364,"Due to boundary changes, historical values should be treated as estimates",,Not compared,Not compared,20160100,,,3m
92165,Total number of prescribed antibiotic items per 1000 resident individuals by quarter,E40000004,South Of England Commissioning Region,E38000223,"Buckinghamshire, Oxfordshire and Berkshire West ICB - 14Y ",ICB sub-locations,Persons,All ages,,,2016 Q1,170.2663422,,,,,91219,535743,"Due to boundary changes, historical values should be treated as estimates",,Not compared,Not compared,20160100,,,3m
92165,Total number of prescribed antibiotic items per 1000 resident individuals by quarter,E40000004,South Of England Commissioning Region,E38000235,Sussex ICB - 97R ,ICB sub-locations,Persons,All ages,,,2016 Q1,183.4095459,,,,,100794,549557,,,Not compared,Not compared,20160100,,,3m
92165,Total number of prescribed antibiotic items per 1000 resident individuals by quarter,E40000004,South Of England Commissioning Region,E38000237,Kent and Medway ICB - 91Q ,ICB sub-locations,Persons,All ages,,,2016 Q1,191.9230499,,,,,348800,1817395,,,Not compared,Not compared,20160100,,,3m
92165,Total number of prescribed antibiotic items per 1000 resident individuals by quarter,E40000004,South Of England Commissioning Region,E38000246,Surrey Heartlands  ICB - 92A ,ICB sub-locations,Persons,All ages,,,2016 Q1,163.9285126,,,,,168569,1028308,,,Not compared,Not compared,20160100,,,3m
92165,Total number of prescribed antibiotic items per 1000 resident individuals by quarter,E40000004,South Of England Commissioning Region,E38000248,Sussex ICB - 70F ,ICB sub-locations,Persons,All ages,,,2016 Q1,161.8903503,,,,,137103,846888,,,Not compared,Not compared,20160100,,,3m
92165,Total number of prescribed antibiotic items per 1000 resident individuals by quarter,,,E92000001,England,England,Persons,All ages,,,2016 Q2,149.5014496,,,,,8262656,55268067,,,Not compared,Not compared,20160200,,,3m
92165,Total number of prescribed antibiotic items per 1000 resident individuals by quarter,E92000001,England,E40000005,South East NHS Region,NHS regions,Persons,All ages,,,2016 Q2,144.1378174,,,,,1261529,8752242,,,Not compared,Not compared,20160200,,,3m
92165,Total number of prescribed antibiotic items per 1000 resident individuals by quarter,E40000004,South Of England Commissioning Region,E38000021,Sussex ICB - 09D ,ICB sub-locations,Persons,All ages,,,2016 Q2,111.9360123,,,,,32145,287173,,,Not compared,Not compared,20160200,,,3m
92165,Total number of prescribed antibiotic items per 1000 resident individuals by quarter,E40000004,South Of England Commissioning Region,E38000136,"Buckinghamshire, Oxfordshire and Berkshire West ICB - 10Q ",ICB sub-locations,Persons,All ages,,,2016 Q2,132.2710724,,,,,87819,663932,,,Not compared,Not compared,20160200,,,3m
92165,Total number of prescribed antibiotic items per 1000 resident individuals by quarter,E40000004,South Of England Commissioning Region,E38000137,Hampshire and Isle Of Wight ICB - 10R ,ICB sub-locations,Persons,All ages,,,2016 Q2,152.3753662,,,,,32507,213335,,,Not compared,Not compared,20160200,,,3m
92165,Total number of prescribed antibiotic items per 1000 resident individuals by quarter,E40000004,South Of England Commissioning Region,E38000221,"Buckinghamshire, Oxfordshire and Berkshire West ICB - 15A ",ICB sub-locations,Persons,All ages,,,2016 Q2,143.7575836,,,,,69631,484364,"Due to boundary changes, historical values should be treated as estimates",,Not compared,Not compared,20160200,,,3m
92165,Total number of prescribed antibiotic items per 1000 resident individuals by quarter,E40000004,South Of England Commissioning Region,E38000223,"Buckinghamshire, Oxfordshire and Berkshire West ICB - 14Y ",ICB sub-locations,Persons,All ages,,,2016 Q2,146.7121429,,,,,78600,535743,"Due to boundary changes, historical values should be treated as estimates",,Not compared,Not compared,20160200,,,3m
92165,Total number of prescribed antibiotic items per 1000 resident individuals by quarter,E40000004,South Of England Commissioning Region,E38000235,Sussex ICB - 97R ,ICB sub-locations,Persons,All ages,,,2016 Q2,155.8564453,,,,,85652,549557,,,Not compared,Not compared,20160200,,,3m
92165,Total number of prescribed antibiotic items per 1000 resident individuals by quarter,E40000004,South Of England Commissioning Region,E38000237,Kent and Medway ICB - 91Q ,ICB sub-locations,Persons,All ages,,,2016 Q2,162.0214691,,,,,294457,1817395,,,Not compared,Not compared,20160200,,,3m
92165,Total number of prescribed antibiotic items per 1000 resident individuals by quarter,E40000004,South Of England Commissioning Region,E38000246,Surrey Heartlands  ICB - 92A ,ICB sub-locations,Persons,All ages,,,2016 Q2,137.8254395,,,,,141727,1028308,,,Not compared,Not compared,20160200,,,3m
92165,Total number of prescribed antibiotic items per 1000 resident individuals by quarter,E40000004,South Of England Commissioning Region,E38000248,Sussex ICB - 70F ,ICB sub-locations,Persons,All ages,,,2016 Q2,139.4670868,,,,,118113,846888,,,Not compared,Not compared,20160200,,,3m
92165,Total number of prescribed antibiotic items per 1000 resident individuals by quarter,,,E92000001,England,England,Persons,All ages,,,2016 Q3,140.4571991,,,,,7762798,55268067,,,Not compared,Not compared,20160300,,,3m
92165,Total number of prescribed antibiotic items per 1000 resident individuals by quarter,E92000001,England,E40000005,South East NHS Region,NHS regions,Persons,All ages,,,2016 Q3,135.5424194,,,,,1186300,8752242,,,Not compared,Not compared,20160300,,,3m
92165,Total number of prescribed antibiotic items per 1000 resident individuals by quarter,E40000004,South Of England Commissioning Region,E38000021,Sussex ICB - 09D ,ICB sub-locations,Persons,All ages,,,2016 Q3,110.1565933,,,,,31634,287173,,,Not compared,Not compared,20160300,,,3m
92165,Total number of prescribed antibiotic items per 1000 resident individuals by quarter,E40000004,South Of England Commissioning Region,E38000136,"Buckinghamshire, Oxfordshire and Berkshire West ICB - 10Q ",ICB sub-locations,Persons,All ages,,,2016 Q3,124.1603088,,,,,82434,663932,,,Not compared,Not compared,20160300,,,3m
92165,Total number of prescribed antibiotic items per 1000 resident individuals by quarter,E40000004,South Of England Commissioning Region,E38000137,Hampshire and Isle Of Wight ICB - 10R ,ICB sub-locations,Persons,All ages,,,2016 Q3,136.5879974,,,,,29139,213335,,,Not compared,Not compared,20160300,,,3m
92165,Total number of prescribed antibiotic items per 1000 resident individuals by quarter,E40000004,South Of England Commissioning Region,E38000221,"Buckinghamshire, Oxfordshire and Berkshire West ICB - 15A ",ICB sub-locations,Persons,All ages,,,2016 Q3,133.5607147,,,,,64692,484364,"Due to boundary changes, historical values should be treated as estimates",,Not compared,Not compared,20160300,,,3m
92165,Total number of prescribed antibiotic items per 1000 resident individuals by quarter,E40000004,South Of England Commissioning Region,E38000223,"Buckinghamshire, Oxfordshire and Berkshire West ICB - 14Y ",ICB sub-locations,Persons,All ages,,,2016 Q3,141.1721649,,,,,75632,535743,"Due to boundary changes, historical values should be treated as estimates",,Not compared,Not compared,20160300,,,3m
92165,Total number of prescribed antibiotic items per 1000 resident individuals by quarter,E40000004,South Of England Commissioning Region,E38000235,Sussex ICB - 97R ,ICB sub-locations,Persons,All ages,,,2016 Q3,143.77034,,,,,79010,549557,,,Not compared,Not compared,20160300,,,3m
92165,Total number of prescribed antibiotic items per 1000 resident individuals by quarter,E40000004,South Of England Commissioning Region,E38000237,Kent and Medway ICB - 91Q ,ICB sub-locations,Persons,All ages,,,2016 Q3,151.3017273,,,,,274975,1817395,,,Not compared,Not compared,20160300,,,3m
92165,Total number of prescribed antibiotic items per 1000 resident individuals by quarter,E40000004,South Of England Commissioning Region,E38000246,Surrey Heartlands  ICB - 92A ,ICB sub-locations,Persons,All ages,,,2016 Q3,130.7322388,,,,,134433,1028308,,,Not compared,Not compared,20160300,,,3m
92165,Total number of prescribed antibiotic items per 1000 resident individuals by quarter,E40000004,South Of England Commissioning Region,E38000248,Sussex ICB - 70F ,ICB sub-locations,Persons,All ages,,,2016 Q3,131.9312592,,,,,111731,846888,,,Not compared,Not compared,20160300,,,3m
92165,Total number of prescribed antibiotic items per 1000 resident individuals by quarter,,,E92000001,England,England,Persons,All ages,,,2016 Q4,166.8128662,,,,,9219425,55268067,,,Not compared,Not compared,20160400,,,3m
92165,Total number of prescribed antibiotic items per 1000 resident individuals by quarter,E92000001,England,E40000005,South East NHS Region,NHS regions,Persons,All ages,,,2016 Q4,161.2918091,,,,,1411665,8752242,,,Not compared,Not compared,20160400,,,3m
92165,Total number of prescribed antibiotic items per 1000 resident individuals by quarter,E40000004,South Of England Commissioning Region,E38000021,Sussex ICB - 09D ,ICB sub-locations,Persons,All ages,,,2016 Q4,127.7487793,,,,,36686,287173,,,Not compared,Not compared,20160400,,,3m
92165,Total number of prescribed antibiotic items per 1000 resident individuals by quarter,E40000004,South Of England Commissioning Region,E38000136,"Buckinghamshire, Oxfordshire and Berkshire West ICB - 10Q ",ICB sub-locations,Persons,All ages,,,2016 Q4,145.2257233,,,,,96420,663932,,,Not compared,Not compared,20160400,,,3m
92165,Total number of prescribed antibiotic items per 1000 resident individuals by quarter,E40000004,South Of England Commissioning Region,E38000137,Hampshire and Isle Of Wight ICB - 10R ,ICB sub-locations,Persons,All ages,,,2016 Q4,170.5018005,,,,,36374,213335,,,Not compared,Not compared,20160400,,,3m
92165,Total number of prescribed antibiotic items per 1000 resident individuals by quarter,E40000004,South Of England Commissioning Region,E38000221,"Buckinghamshire, Oxfordshire and Berkshire West ICB - 15A ",ICB sub-locations,Persons,All ages,,,2016 Q4,151.2085876,,,,,73240,484364,"Due to boundary changes, historical values should be treated as estimates",,Not compared,Not compared,20160400,,,3m
92165,Total number of prescribed antibiotic items per 1000 resident individuals by quarter,E40000004,South Of England Commissioning Region,E38000223,"Buckinghamshire, Oxfordshire and Berkshire West ICB - 14Y ",ICB sub-locations,Persons,All ages,,,2016 Q4,163.9629517,,,,,87842,535743,"Due to boundary changes, historical values should be treated as estimates",,Not compared,Not compared,20160400,,,3m
92165,Total number of prescribed antibiotic items per 1000 resident individuals by quarter,E40000004,South Of England Commissioning Region,E38000235,Sussex ICB - 97R ,ICB sub-locations,Persons,All ages,,,2016 Q4,168.4174652,,,,,92555,549557,,,Not compared,Not compared,20160400,,,3m
