Indicator ID,Indicator Name,Parent Code,Parent Name,Area Code,Area Name,Area Type,Sex,Age,Category Type,Category,Time period,Value,Lower CI 95.0 limit,Upper CI 95.0 limit,Lower CI 99.8 limit,Upper CI 99.8 limit,Count,Denominator,Value note,Recent Trend,Compared to England value or percentiles,Compared to NHS regions value or percentiles,Time period Sortable,New data,Compared to goal,Time period range
92344,Twelve-month rolling total number of prescribed antibiotic items per 1000 resident individuals per day,E40000001,North Of England Commissioning Region,E38000130,North East and North Cumbria ICB - 00L,ICB sub-locations,Persons,All ages,,,Jan-14,1.962913394,,,,,227154,316832,,,Not compared,Not compared,20140001,,,1m
92344,Twelve-month rolling total number of prescribed antibiotic items per 1000 resident individuals per day,E40000001,North Of England Commissioning Region,E38000141,South Yorkshire ICB - 03L ,ICB sub-locations,Persons,All ages,,,Jan-14,1.881483436,,,,,178851,260256,,,Not compared,Not compared,20140001,,,1m
92344,Twelve-month rolling total number of prescribed antibiotic items per 1000 resident individuals per day,E40000001,North Of England Commissioning Region,E38000146,South Yorkshire ICB - 03N ,ICB sub-locations,Persons,All ages,,,Jan-14,1.845145941,,,,,379740,563463,,,Not compared,Not compared,20140001,,,1m
92344,Twelve-month rolling total number of prescribed antibiotic items per 1000 resident individuals per day,E40000001,North Of England Commissioning Region,E38000163,North East and North Cumbria ICB - 00N ,ICB sub-locations,Persons,All ages,,,Jan-14,1.969431162,,,,,106873,148572,,,Not compared,Not compared,20140001,,,1m
92344,Twelve-month rolling total number of prescribed antibiotic items per 1000 resident individuals per day,E40000001,North Of England Commissioning Region,E38000176,North East and North Cumbria ICB - 00P ,ICB sub-locations,Persons,All ages,,,Jan-14,2.11042881,,,,,213353,276782,,,Not compared,Not compared,20140001,,,1m
92344,Twelve-month rolling total number of prescribed antibiotic items per 1000 resident individuals per day,E40000001,North Of England Commissioning Region,E38000188,Humber and North Yorkshire ICB - 03Q ,ICB sub-locations,Persons,All ages,,,Jan-14,1.521380305,,,,,195423,351680,,,Not compared,Not compared,20140001,,,1m
92344,Twelve-month rolling total number of prescribed antibiotic items per 1000 resident individuals per day,E40000001,North Of England Commissioning Region,E38000190,West Yorkshire ICB - 03R ,ICB sub-locations,Persons,All ages,,,Jan-14,2.218004227,,,,,268735,331720,,,Not compared,Not compared,20140001,,,1m
92344,Twelve-month rolling total number of prescribed antibiotic items per 1000 resident individuals per day,E40000001,North Of England Commissioning Region,E38000212,North East and North Cumbria ICB - 13T ,ICB sub-locations,Persons,All ages,,,Jan-14,1.861076474,,,,,332484,489121,,,Not compared,Not compared,20140001,,,1m
92344,Twelve-month rolling total number of prescribed antibiotic items per 1000 resident individuals per day,E40000001,North Of England Commissioning Region,E38000215,North East and North Cumbria ICB - 01H ,ICB sub-locations,Persons,All ages,,,Jan-14,2.134642839,,,,,247919,317976,,,Not compared,Not compared,20140001,,,1m
92344,Twelve-month rolling total number of prescribed antibiotic items per 1000 resident individuals per day,E40000001,North Of England Commissioning Region,E38000225,West Yorkshire ICB - 15F ,ICB sub-locations,Persons,All ages,,,Jan-14,1.885233641,,,,,527061,765430,"Due to boundary changes, historical values should be treated as estimates",,Not compared,Not compared,20140001,,,1m
92344,Twelve-month rolling total number of prescribed antibiotic items per 1000 resident individuals per day,,,E92000001,England,England,Persons,All ages,,,Feb-14,1.840691328,,,,,36517742,54316618,,,Not compared,Not compared,20140002,,,1m
92344,Twelve-month rolling total number of prescribed antibiotic items per 1000 resident individuals per day,E92000001,England,E40000012,North East and Yorkshire NHS Region,NHS regions,Persons,All ages,,,Feb-14,1.964892114,,,,,4073945,5676573,Aggregated from all known lower geography values,,Not compared,Not compared,20140002,,,1m
92344,Twelve-month rolling total number of prescribed antibiotic items per 1000 resident individuals per day,E40000001,North Of England Commissioning Region,E38000006,South Yorkshire ICB - 02P ,ICB sub-locations,Persons,All ages,,,Feb-14,2.145344496,,,,,186471,237971,,,Not compared,Not compared,20140002,,,1m
92344,Twelve-month rolling total number of prescribed antibiotic items per 1000 resident individuals per day,E40000001,North Of England Commissioning Region,E38000025,West Yorkshire ICB - 02T ,ICB sub-locations,Persons,All ages,,,Feb-14,2.019528866,,,,,152721,207042,,,Not compared,Not compared,20140002,,,1m
92344,Twelve-month rolling total number of prescribed antibiotic items per 1000 resident individuals per day,E40000001,North Of England Commissioning Region,E38000044,South Yorkshire ICB - 02X ,ICB sub-locations,Persons,All ages,,,Feb-14,2.171397924,,,,,241419,304398,,,Not compared,Not compared,20140002,,,1m
92344,Twelve-month rolling total number of prescribed antibiotic items per 1000 resident individuals per day,E40000001,North Of England Commissioning Region,E38000052,Humber and North Yorkshire ICB - 02Y ,ICB sub-locations,Persons,All ages,,,Feb-14,1.814837098,,,,,209352,315827,,,Not compared,Not compared,20140002,,,1m
92344,Twelve-month rolling total number of prescribed antibiotic items per 1000 resident individuals per day,E40000001,North Of England Commissioning Region,E38000085,Humber and North Yorkshire ICB - 03F ,ICB sub-locations,Persons,All ages,,,Feb-14,2.241809845,,,,,210776,257414,,,Not compared,Not compared,20140002,,,1m
92344,Twelve-month rolling total number of prescribed antibiotic items per 1000 resident individuals per day,E40000001,North Of England Commissioning Region,E38000119,Humber and North Yorkshire ICB - 03H ,ICB sub-locations,Persons,All ages,,,Feb-14,2.164168119,,,,,126489,160019,,,Not compared,Not compared,20140002,,,1m
92344,Twelve-month rolling total number of prescribed antibiotic items per 1000 resident individuals per day,E40000001,North Of England Commissioning Region,E38000122,Humber and North Yorkshire ICB - 03K ,ICB sub-locations,Persons,All ages,,,Feb-14,1.911413431,,,,,118135,169213,,,Not compared,Not compared,20140002,,,1m
92344,Twelve-month rolling total number of prescribed antibiotic items per 1000 resident individuals per day,E40000001,North Of England Commissioning Region,E38000127,North East and North Cumbria ICB - 99C ,ICB sub-locations,Persons,All ages,,,Feb-14,2.107201815,,,,,156130,202857,,,Not compared,Not compared,20140002,,,1m
92344,Twelve-month rolling total number of prescribed antibiotic items per 1000 resident individuals per day,E40000001,North Of England Commissioning Region,E38000130,North East and North Cumbria ICB - 00L,ICB sub-locations,Persons,All ages,,,Feb-14,1.961115956,,,,,226946,316832,,,Not compared,Not compared,20140002,,,1m
92344,Twelve-month rolling total number of prescribed antibiotic items per 1000 resident individuals per day,E40000001,North Of England Commissioning Region,E38000141,South Yorkshire ICB - 03L ,ICB sub-locations,Persons,All ages,,,Feb-14,1.875024199,,,,,178237,260256,,,Not compared,Not compared,20140002,,,1m
92344,Twelve-month rolling total number of prescribed antibiotic items per 1000 resident individuals per day,E40000001,North Of England Commissioning Region,E38000146,South Yorkshire ICB - 03N ,ICB sub-locations,Persons,All ages,,,Feb-14,1.844698906,,,,,379648,563463,,,Not compared,Not compared,20140002,,,1m
92344,Twelve-month rolling total number of prescribed antibiotic items per 1000 resident individuals per day,E40000001,North Of England Commissioning Region,E38000163,North East and North Cumbria ICB - 00N ,ICB sub-locations,Persons,All ages,,,Feb-14,1.970057726,,,,,106907,148572,,,Not compared,Not compared,20140002,,,1m
92344,Twelve-month rolling total number of prescribed antibiotic items per 1000 resident individuals per day,E40000001,North Of England Commissioning Region,E38000176,North East and North Cumbria ICB - 00P ,ICB sub-locations,Persons,All ages,,,Feb-14,2.114296436,,,,,213744,276782,,,Not compared,Not compared,20140002,,,1m
92344,Twelve-month rolling total number of prescribed antibiotic items per 1000 resident individuals per day,E40000001,North Of England Commissioning Region,E38000188,Humber and North Yorkshire ICB - 03Q ,ICB sub-locations,Persons,All ages,,,Feb-14,1.506861091,,,,,193558,351680,,,Not compared,Not compared,20140002,,,1m
92344,Twelve-month rolling total number of prescribed antibiotic items per 1000 resident individuals per day,E40000001,North Of England Commissioning Region,E38000190,West Yorkshire ICB - 03R ,ICB sub-locations,Persons,All ages,,,Feb-14,2.20871067,,,,,267609,331720,,,Not compared,Not compared,20140002,,,1m
92344,Twelve-month rolling total number of prescribed antibiotic items per 1000 resident individuals per day,E40000001,North Of England Commissioning Region,E38000212,North East and North Cumbria ICB - 13T ,ICB sub-locations,Persons,All ages,,,Feb-14,1.860958934,,,,,332463,489121,,,Not compared,Not compared,20140002,,,1m
92344,Twelve-month rolling total number of prescribed antibiotic items per 1000 resident individuals per day,E40000001,North Of England Commissioning Region,E38000215,North East and North Cumbria ICB - 01H ,ICB sub-locations,Persons,All ages,,,Feb-14,2.130027771,,,,,247383,317976,,,Not compared,Not compared,20140002,,,1m
92344,Twelve-month rolling total number of prescribed antibiotic items per 1000 resident individuals per day,E40000001,North Of England Commissioning Region,E38000225,West Yorkshire ICB - 15F ,ICB sub-locations,Persons,All ages,,,Feb-14,1.881284714,,,,,525957,765430,"Due to boundary changes, historical values should be treated as estimates",,Not compared,Not compared,20140002,,,1m
92344,Twelve-month rolling total number of prescribed antibiotic items per 1000 resident individuals per day,,,E92000001,England,England,Persons,All ages,,,Mar-14,1.843358994,,,,,36570667,54316618,,,Not compared,Not compared,20140003,,,1m
92344,Twelve-month rolling total number of prescribed antibiotic items per 1000 resident individuals per day,E92000001,England,E40000012,North East and Yorkshire NHS Region,NHS regions,Persons,All ages,,,Mar-14,1.965738081,,,,,4075699,5676573,Aggregated from all known lower geography values,,Not compared,Not compared,20140003,,,1m
92344,Twelve-month rolling total number of prescribed antibiotic items per 1000 resident individuals per day,E40000001,North Of England Commissioning Region,E38000006,South Yorkshire ICB - 02P ,ICB sub-locations,Persons,All ages,,,Mar-14,2.138153791,,,,,185846,237971,,,Not compared,Not compared,20140003,,,1m
92344,Twelve-month rolling total number of prescribed antibiotic items per 1000 resident individuals per day,E40000001,North Of England Commissioning Region,E38000025,West Yorkshire ICB - 02T ,ICB sub-locations,Persons,All ages,,,Mar-14,2.026074648,,,,,153216,207042,,,Not compared,Not compared,20140003,,,1m
92344,Twelve-month rolling total number of prescribed antibiotic items per 1000 resident individuals per day,E40000001,North Of England Commissioning Region,E38000044,South Yorkshire ICB - 02X ,ICB sub-locations,Persons,All ages,,,Mar-14,2.155208111,,,,,239619,304398,,,Not compared,Not compared,20140003,,,1m
92344,Twelve-month rolling total number of prescribed antibiotic items per 1000 resident individuals per day,E40000001,North Of England Commissioning Region,E38000052,Humber and North Yorkshire ICB - 02Y ,ICB sub-locations,Persons,All ages,,,Mar-14,1.805856109,,,,,208316,315827,,,Not compared,Not compared,20140003,,,1m
92344,Twelve-month rolling total number of prescribed antibiotic items per 1000 resident individuals per day,E40000001,North Of England Commissioning Region,E38000085,Humber and North Yorkshire ICB - 03F ,ICB sub-locations,Persons,All ages,,,Mar-14,2.240852594,,,,,210686,257414,,,Not compared,Not compared,20140003,,,1m
92344,Twelve-month rolling total number of prescribed antibiotic items per 1000 resident individuals per day,E40000001,North Of England Commissioning Region,E38000119,Humber and North Yorkshire ICB - 03H ,ICB sub-locations,Persons,All ages,,,Mar-14,2.167538643,,,,,126686,160019,,,Not compared,Not compared,20140003,,,1m
92344,Twelve-month rolling total number of prescribed antibiotic items per 1000 resident individuals per day,E40000001,North Of England Commissioning Region,E38000122,Humber and North Yorkshire ICB - 03K ,ICB sub-locations,Persons,All ages,,,Mar-14,1.915021539,,,,,118358,169213,,,Not compared,Not compared,20140003,,,1m
92344,Twelve-month rolling total number of prescribed antibiotic items per 1000 resident individuals per day,E40000001,North Of England Commissioning Region,E38000127,North East and North Cumbria ICB - 99C ,ICB sub-locations,Persons,All ages,,,Mar-14,2.108618975,,,,,156235,202857,,,Not compared,Not compared,20140003,,,1m
92344,Twelve-month rolling total number of prescribed antibiotic items per 1000 resident individuals per day,E40000001,North Of England Commissioning Region,E38000130,North East and North Cumbria ICB - 00L,ICB sub-locations,Persons,All ages,,,Mar-14,1.96270597,,,,,227130,316832,,,Not compared,Not compared,20140003,,,1m
92344,Twelve-month rolling total number of prescribed antibiotic items per 1000 resident individuals per day,E40000001,North Of England Commissioning Region,E38000141,South Yorkshire ICB - 03L ,ICB sub-locations,Persons,All ages,,,Mar-14,1.890972376,,,,,179753,260256,,,Not compared,Not compared,20140003,,,1m
92344,Twelve-month rolling total number of prescribed antibiotic items per 1000 resident individuals per day,E40000001,North Of England Commissioning Region,E38000146,South Yorkshire ICB - 03N ,ICB sub-locations,Persons,All ages,,,Mar-14,1.842444301,,,,,379184,563463,,,Not compared,Not compared,20140003,,,1m
92344,Twelve-month rolling total number of prescribed antibiotic items per 1000 resident individuals per day,E40000001,North Of England Commissioning Region,E38000163,North East and North Cumbria ICB - 00N ,ICB sub-locations,Persons,All ages,,,Mar-14,1.974941015,,,,,107172,148572,,,Not compared,Not compared,20140003,,,1m
92344,Twelve-month rolling total number of prescribed antibiotic items per 1000 resident individuals per day,E40000001,North Of England Commissioning Region,E38000176,North East and North Cumbria ICB - 00P ,ICB sub-locations,Persons,All ages,,,Mar-14,2.136760473,,,,,216015,276782,,,Not compared,Not compared,20140003,,,1m
92344,Twelve-month rolling total number of prescribed antibiotic items per 1000 resident individuals per day,E40000001,North Of England Commissioning Region,E38000188,Humber and North Yorkshire ICB - 03Q ,ICB sub-locations,Persons,All ages,,,Mar-14,1.505078316,,,,,193329,351680,,,Not compared,Not compared,20140003,,,1m
92344,Twelve-month rolling total number of prescribed antibiotic items per 1000 resident individuals per day,E40000001,North Of England Commissioning Region,E38000190,West Yorkshire ICB - 03R ,ICB sub-locations,Persons,All ages,,,Mar-14,2.208529234,,,,,267587,331720,,,Not compared,Not compared,20140003,,,1m
92344,Twelve-month rolling total number of prescribed antibiotic items per 1000 resident individuals per day,E40000001,North Of England Commissioning Region,E38000212,North East and North Cumbria ICB - 13T ,ICB sub-locations,Persons,All ages,,,Mar-14,1.862957239,,,,,332820,489121,,,Not compared,Not compared,20140003,,,1m
92344,Twelve-month rolling total number of prescribed antibiotic items per 1000 resident individuals per day,E40000001,North Of England Commissioning Region,E38000215,North East and North Cumbria ICB - 01H ,ICB sub-locations,Persons,All ages,,,Mar-14,2.132559299,,,,,247677,317976,,,Not compared,Not compared,20140003,,,1m
92344,Twelve-month rolling total number of prescribed antibiotic items per 1000 resident individuals per day,E40000001,North Of England Commissioning Region,E38000225,West Yorkshire ICB - 15F ,ICB sub-locations,Persons,All ages,,,Mar-14,1.881688952,,,,,526070,765430,"Due to boundary changes, historical values should be treated as estimates",,Not compared,Not compared,20140003,,,1m
92344,Twelve-month rolling total number of prescribed antibiotic items per 1000 resident individuals per day,,,E92000001,England,England,Persons,All ages,,,Apr-14,1.841309667,,,,,36530009,54316618,,,Not compared,Not compared,20140004,,,1m
92344,Twelve-month rolling total number of prescribed antibiotic items per 1000 resident individuals per day,E92000001,England,E40000012,North East and Yorkshire NHS Region,NHS regions,Persons,All ages,,,Apr-14,1.961384778,,,,,4066673,5676573,Aggregated from all known lower geography values,,Not compared,Not compared,20140004,,,1m
92344,Twelve-month rolling total number of prescribed antibiotic items per 1000 resident individuals per day,E40000001,North Of England Commissioning Region,E38000006,South Yorkshire ICB - 02P ,ICB sub-locations,Persons,All ages,,,Apr-14,2.127235651,,,,,184897,237971,,,Not compared,Not compared,20140004,,,1m
92344,Twelve-month rolling total number of prescribed antibiotic items per 1000 resident individuals per day,E40000001,North Of England Commissioning Region,E38000025,West Yorkshire ICB - 02T ,ICB sub-locations,Persons,All ages,,,Apr-14,2.029023409,,,,,153439,207042,,,Not compared,Not compared,20140004,,,1m
92344,Twelve-month rolling total number of prescribed antibiotic items per 1000 resident individuals per day,E40000001,North Of England Commissioning Region,E38000044,South Yorkshire ICB - 02X ,ICB sub-locations,Persons,All ages,,,Apr-14,2.147311211,,,,,238741,304398,,,Not compared,Not compared,20140004,,,1m
92344,Twelve-month rolling total number of prescribed antibiotic items per 1000 resident individuals per day,E40000001,North Of England Commissioning Region,E38000052,Humber and North Yorkshire ICB - 02Y ,ICB sub-locations,Persons,All ages,,,Apr-14,1.792991638,,,,,206832,315827,,,Not compared,Not compared,20140004,,,1m
92344,Twelve-month rolling total number of prescribed antibiotic items per 1000 resident individuals per day,E40000001,North Of England Commissioning Region,E38000085,Humber and North Yorkshire ICB - 03F ,ICB sub-locations,Persons,All ages,,,Apr-14,2.238236189,,,,,210440,257414,,,Not compared,Not compared,20140004,,,1m
92344,Twelve-month rolling total number of prescribed antibiotic items per 1000 resident individuals per day,E40000001,North Of England Commissioning Region,E38000119,Humber and North Yorkshire ICB - 03H ,ICB sub-locations,Persons,All ages,,,Apr-14,2.155647516,,,,,125991,160019,,,Not compared,Not compared,20140004,,,1m
92344,Twelve-month rolling total number of prescribed antibiotic items per 1000 resident individuals per day,E40000001,North Of England Commissioning Region,E38000122,Humber and North Yorkshire ICB - 03K ,ICB sub-locations,Persons,All ages,,,Apr-14,1.910717726,,,,,118092,169213,,,Not compared,Not compared,20140004,,,1m
92344,Twelve-month rolling total number of prescribed antibiotic items per 1000 resident individuals per day,E40000001,North Of England Commissioning Region,E38000127,North East and North Cumbria ICB - 99C ,ICB sub-locations,Persons,All ages,,,Apr-14,2.094623089,,,,,155198,202857,,,Not compared,Not compared,20140004,,,1m
92344,Twelve-month rolling total number of prescribed antibiotic items per 1000 resident individuals per day,E40000001,North Of England Commissioning Region,E38000130,North East and North Cumbria ICB - 00L,ICB sub-locations,Persons,All ages,,,Apr-14,1.958013654,,,,,226587,316832,,,Not compared,Not compared,20140004,,,1m
92344,Twelve-month rolling total number of prescribed antibiotic items per 1000 resident individuals per day,E40000001,North Of England Commissioning Region,E38000141,South Yorkshire ICB - 03L ,ICB sub-locations,Persons,All ages,,,Apr-14,1.898062706,,,,,180427,260256,,,Not compared,Not compared,20140004,,,1m
92344,Twelve-month rolling total number of prescribed antibiotic items per 1000 resident individuals per day,E40000001,North Of England Commissioning Region,E38000146,South Yorkshire ICB - 03N ,ICB sub-locations,Persons,All ages,,,Apr-14,1.842147946,,,,,379123,563463,,,Not compared,Not compared,20140004,,,1m
92344,Twelve-month rolling total number of prescribed antibiotic items per 1000 resident individuals per day,E40000001,North Of England Commissioning Region,E38000163,North East and North Cumbria ICB - 00N ,ICB sub-locations,Persons,All ages,,,Apr-14,1.97307992,,,,,107071,148572,,,Not compared,Not compared,20140004,,,1m
92344,Twelve-month rolling total number of prescribed antibiotic items per 1000 resident individuals per day,E40000001,North Of England Commissioning Region,E38000176,North East and North Cumbria ICB - 00P ,ICB sub-locations,Persons,All ages,,,Apr-14,2.138076067,,,,,216148,276782,,,Not compared,Not compared,20140004,,,1m
92344,Twelve-month rolling total number of prescribed antibiotic items per 1000 resident individuals per day,E40000001,North Of England Commissioning Region,E38000188,Humber and North Yorkshire ICB - 03Q ,ICB sub-locations,Persons,All ages,,,Apr-14,1.504798055,,,,,193293,351680,,,Not compared,Not compared,20140004,,,1m
92344,Twelve-month rolling total number of prescribed antibiotic items per 1000 resident individuals per day,E40000001,North Of England Commissioning Region,E38000190,West Yorkshire ICB - 03R ,ICB sub-locations,Persons,All ages,,,Apr-14,2.202784777,,,,,266891,331720,,,Not compared,Not compared,20140004,,,1m
92344,Twelve-month rolling total number of prescribed antibiotic items per 1000 resident individuals per day,E40000001,North Of England Commissioning Region,E38000212,North East and North Cumbria ICB - 13T ,ICB sub-locations,Persons,All ages,,,Apr-14,1.853995681,,,,,331219,489121,,,Not compared,Not compared,20140004,,,1m
92344,Twelve-month rolling total number of prescribed antibiotic items per 1000 resident individuals per day,E40000001,North Of England Commissioning Region,E38000215,North East and North Cumbria ICB - 01H ,ICB sub-locations,Persons,All ages,,,Apr-14,2.13384223,,,,,247826,317976,,,Not compared,Not compared,20140004,,,1m
92344,Twelve-month rolling total number of prescribed antibiotic items per 1000 resident individuals per day,E40000001,North Of England Commissioning Region,E38000225,West Yorkshire ICB - 15F ,ICB sub-locations,Persons,All ages,,,Apr-14,1.875923038,,,,,524458,765430,"Due to boundary changes, historical values should be treated as estimates",,Not compared,Not compared,20140004,,,1m
92344,Twelve-month rolling total number of prescribed antibiotic items per 1000 resident individuals per day,,,E92000001,England,England,Persons,All ages,,,May-14,1.84308207,,,,,36565173,54316618,,,Not compared,Not compared,20140005,,,1m
92344,Twelve-month rolling total number of prescribed antibiotic items per 1000 resident individuals per day,E92000001,England,E40000012,North East and Yorkshire NHS Region,NHS regions,Persons,All ages,,,May-14,1.959847183,,,,,4063485,5676573,Aggregated from all known lower geography values,,Not compared,Not compared,20140005,,,1m
92344,Twelve-month rolling total number of prescribed antibiotic items per 1000 resident individuals per day,E40000001,North Of England Commissioning Region,E38000006,South Yorkshire ICB - 02P ,ICB sub-locations,Persons,All ages,,,May-14,2.112578392,,,,,183623,237971,,,Not compared,Not compared,20140005,,,1m
92344,Twelve-month rolling total number of prescribed antibiotic items per 1000 resident individuals per day,E40000001,North Of England Commissioning Region,E38000025,West Yorkshire ICB - 02T ,ICB sub-locations,Persons,All ages,,,May-14,2.026775599,,,,,153269,207042,,,Not compared,Not compared,20140005,,,1m
92344,Twelve-month rolling total number of prescribed antibiotic items per 1000 resident individuals per day,E40000001,North Of England Commissioning Region,E38000044,South Yorkshire ICB - 02X ,ICB sub-locations,Persons,All ages,,,May-14,2.141545773,,,,,238100,304398,,,Not compared,Not compared,20140005,,,1m
92344,Twelve-month rolling total number of prescribed antibiotic items per 1000 resident individuals per day,E40000001,North Of England Commissioning Region,E38000052,Humber and North Yorkshire ICB - 02Y ,ICB sub-locations,Persons,All ages,,,May-14,1.786203861,,,,,206049,315827,,,Not compared,Not compared,20140005,,,1m
92344,Twelve-month rolling total number of prescribed antibiotic items per 1000 resident individuals per day,E40000001,North Of England Commissioning Region,E38000085,Humber and North Yorkshire ICB - 03F ,ICB sub-locations,Persons,All ages,,,May-14,2.241012096,,,,,210701,257414,,,Not compared,Not compared,20140005,,,1m
92344,Twelve-month rolling total number of prescribed antibiotic items per 1000 resident individuals per day,E40000001,North Of England Commissioning Region,E38000119,Humber and North Yorkshire ICB - 03H ,ICB sub-locations,Persons,All ages,,,May-14,2.15720439,,,,,126082,160019,,,Not compared,Not compared,20140005,,,1m
92344,Twelve-month rolling total number of prescribed antibiotic items per 1000 resident individuals per day,E40000001,North Of England Commissioning Region,E38000122,Humber and North Yorkshire ICB - 03K ,ICB sub-locations,Persons,All ages,,,May-14,1.912351847,,,,,118193,169213,,,Not compared,Not compared,20140005,,,1m
92344,Twelve-month rolling total number of prescribed antibiotic items per 1000 resident individuals per day,E40000001,North Of England Commissioning Region,E38000127,North East and North Cumbria ICB - 99C ,ICB sub-locations,Persons,All ages,,,May-14,2.095378876,,,,,155254,202857,,,Not compared,Not compared,20140005,,,1m
92344,Twelve-month rolling total number of prescribed antibiotic items per 1000 resident individuals per day,E40000001,North Of England Commissioning Region,E38000130,North East and North Cumbria ICB - 00L,ICB sub-locations,Persons,All ages,,,May-14,1.959871531,,,,,226802,316832,,,Not compared,Not compared,20140005,,,1m
92344,Twelve-month rolling total number of prescribed antibiotic items per 1000 resident individuals per day,E40000001,North Of England Commissioning Region,E38000141,South Yorkshire ICB - 03L ,ICB sub-locations,Persons,All ages,,,May-14,1.901334405,,,,,180738,260256,,,Not compared,Not compared,20140005,,,1m
92344,Twelve-month rolling total number of prescribed antibiotic items per 1000 resident individuals per day,E40000001,North Of England Commissioning Region,E38000146,South Yorkshire ICB - 03N ,ICB sub-locations,Persons,All ages,,,May-14,1.843129396,,,,,379325,563463,,,Not compared,Not compared,20140005,,,1m
92344,Twelve-month rolling total number of prescribed antibiotic items per 1000 resident individuals per day,E40000001,North Of England Commissioning Region,E38000163,North East and North Cumbria ICB - 00N ,ICB sub-locations,Persons,All ages,,,May-14,1.97085011,,,,,106950,148572,,,Not compared,Not compared,20140005,,,1m
92344,Twelve-month rolling total number of prescribed antibiotic items per 1000 resident individuals per day,E40000001,North Of England Commissioning Region,E38000176,North East and North Cumbria ICB - 00P ,ICB sub-locations,Persons,All ages,,,May-14,2.139807224,,,,,216323,276782,,,Not compared,Not compared,20140005,,,1m
92344,Twelve-month rolling total number of prescribed antibiotic items per 1000 resident individuals per day,E40000001,North Of England Commissioning Region,E38000188,Humber and North Yorkshire ICB - 03Q ,ICB sub-locations,Persons,All ages,,,May-14,1.503723741,,,,,193155,351680,,,Not compared,Not compared,20140005,,,1m
92344,Twelve-month rolling total number of prescribed antibiotic items per 1000 resident individuals per day,E40000001,North Of England Commissioning Region,E38000190,West Yorkshire ICB - 03R ,ICB sub-locations,Persons,All ages,,,May-14,2.197725296,,,,,266278,331720,,,Not compared,Not compared,20140005,,,1m
92344,Twelve-month rolling total number of prescribed antibiotic items per 1000 resident individuals per day,E40000001,North Of England Commissioning Region,E38000212,North East and North Cumbria ICB - 13T ,ICB sub-locations,Persons,All ages,,,May-14,1.852853775,,,,,331015,489121,,,Not compared,Not compared,20140005,,,1m
