,geography,stratum,date,organism,resistance_pct,series_id,model_region,prescribing_rate
3017,West Midlands,Gentamicin,2021-04-01,E-coli,9.2,E-coli__Gentamicin__West Midlands,Midlands,1.25
3018,East Midlands,Piperacillin with tazobactam,2021-04-01,E-coli,9.6,E-coli__Piperacillin with tazobactam__East Midlands,Midlands,1.25
3019,West Midlands,Piperacillin with tazobactam,2021-04-01,E-coli,10.52,E-coli__Piperacillin with tazobactam__West Midlands,Midlands,1.25
3020,East Midlands,Third Generation Cephalosporins,2021-04-01,E-coli,12.67,E-coli__Third Generation Cephalosporins__East Midlands,Midlands,1.25
3021,West Midlands,Third Generation Cephalosporins,2021-04-01,E-coli,12.84,E-coli__Third Generation Cephalosporins__West Midlands,Midlands,1.25
3022,East Midlands,Amikacin,2021-04-01,K-pneumoniae,0.79,K-pneumoniae__Amikacin__East Midlands,Midlands,1.25
3023,West Midlands,Amikacin,2021-04-01,K-pneumoniae,0.0,K-pneumoniae__Amikacin__West Midlands,Midlands,1.25
3024,East Midlands,Carbapenems,2021-04-01,K-pneumoniae,2.03,K-pneumoniae__Carbapenems__East Midlands,Midlands,1.25
3025,West Midlands,Carbapenems,2021-04-01,K-pneumoniae,0.58,K-pneumoniae__Carbapenems__West Midlands,Midlands,1.25
3026,East Midlands,Ciprofloxacin,2021-04-01,K-pneumoniae,15.17,K-pneumoniae__Ciprofloxacin__East Midlands,Midlands,1.25
3027,West Midlands,Ciprofloxacin,2021-04-01,K-pneumoniae,5.92,K-pneumoniae__Ciprofloxacin__West Midlands,Midlands,1.25
3028,East Midlands,Co-amoxiclav,2021-04-01,K-pneumoniae,27.59,K-pneumoniae__Co-amoxiclav__East Midlands,Midlands,1.25
3029,West Midlands,Co-amoxiclav,2021-04-01,K-pneumoniae,24.24,K-pneumoniae__Co-amoxiclav__West Midlands,Midlands,1.25
3030,East Midlands,Gentamicin,2021-04-01,K-pneumoniae,6.76,K-pneumoniae__Gentamicin__East Midlands,Midlands,1.25
3031,West Midlands,Gentamicin,2021-04-01,K-pneumoniae,5.99,K-pneumoniae__Gentamicin__West Midlands,Midlands,1.25
3032,East Midlands,Piperacillin with tazobactam,2021-04-01,K-pneumoniae,17.12,K-pneumoniae__Piperacillin with tazobactam__East Midlands,Midlands,1.25
3033,West Midlands,Piperacillin with tazobactam,2021-04-01,K-pneumoniae,14.97,K-pneumoniae__Piperacillin with tazobactam__West Midlands,Midlands,1.25
3034,East Midlands,Third Generation Cephalosporins,2021-04-01,K-pneumoniae,17.01,K-pneumoniae__Third Generation Cephalosporins__East Midlands,Midlands,1.25
3035,West Midlands,Third Generation Cephalosporins,2021-04-01,K-pneumoniae,9.94,K-pneumoniae__Third Generation Cephalosporins__West Midlands,Midlands,1.25
3036,East Midlands,Amikacin,2021-04-01,P-aeruginosa,0.0,P-aeruginosa__Amikacin__East Midlands,Midlands,1.25
3037,West Midlands,Amikacin,2021-04-01,P-aeruginosa,2.2,P-aeruginosa__Amikacin__West Midlands,Midlands,1.25
3038,East Midlands,Carbapenems,2021-04-01,P-aeruginosa,5.06,P-aeruginosa__Carbapenems__East Midlands,Midlands,1.25
3039,West Midlands,Carbapenems,2021-04-01,P-aeruginosa,12.0,P-aeruginosa__Carbapenems__West Midlands,Midlands,1.25
3040,East Midlands,Ceftazidime,2021-04-01,P-aeruginosa,5.13,P-aeruginosa__Ceftazidime__East Midlands,Midlands,1.25
3041,West Midlands,Ceftazidime,2021-04-01,P-aeruginosa,11.58,P-aeruginosa__Ceftazidime__West Midlands,Midlands,1.25
3042,East Midlands,Ciprofloxacin,2021-04-01,P-aeruginosa,7.79,P-aeruginosa__Ciprofloxacin__East Midlands,Midlands,1.25
3043,West Midlands,Ciprofloxacin,2021-04-01,P-aeruginosa,9.28,P-aeruginosa__Ciprofloxacin__West Midlands,Midlands,1.25
3044,East Midlands,Piperacillin with tazobactam,2021-04-01,P-aeruginosa,3.75,P-aeruginosa__Piperacillin with tazobactam__East Midlands,Midlands,1.25
3045,West Midlands,Piperacillin with tazobactam,2021-04-01,P-aeruginosa,14.29,P-aeruginosa__Piperacillin with tazobactam__West Midlands,Midlands,1.25
3046,East Midlands,Macrolides,2021-04-01,S-pneumoniae,0.0,S-pneumoniae__Macrolides__East Midlands,Midlands,1.25
3047,West Midlands,Macrolides,2021-04-01,S-pneumoniae,7.89,S-pneumoniae__Macrolides__West Midlands,Midlands,1.25
3048,East Midlands,Penicillin,2021-04-01,S-pneumoniae,0.0,S-pneumoniae__Penicillin__East Midlands,Midlands,1.25
3049,West Midlands,Penicillin,2021-04-01,S-pneumoniae,0.0,S-pneumoniae__Penicillin__West Midlands,Midlands,1.25
3050,East Midlands,Glycopeptides,2021-04-01,e-faecalis,1.68,e-faecalis__Glycopeptides__East Midlands,Midlands,1.25
3051,West Midlands,Glycopeptides,2021-04-01,e-faecalis,0.0,e-faecalis__Glycopeptides__West Midlands,Midlands,1.25
3052,East Midlands,Glycopeptides,2021-04-01,e-faecium,12.5,e-faecium__Glycopeptides__East Midlands,Midlands,1.25
3053,West Midlands,Glycopeptides,2021-04-01,e-faecium,7.96,e-faecium__Glycopeptides__West Midlands,Midlands,1.25
3054,East Midlands,Amikacin,2021-05-01,E-coli,1.65,E-coli__Amikacin__East Midlands,Midlands,1.25
3055,West Midlands,Amikacin,2021-05-01,E-coli,0.47,E-coli__Amikacin__West Midlands,Midlands,1.25
3056,East Midlands,Carbapenems,2021-05-01,E-coli,0.23,E-coli__Carbapenems__East Midlands,Midlands,1.25
3057,West Midlands,Carbapenems,2021-05-01,E-coli,0.11,E-coli__Carbapenems__West Midlands,Midlands,1.25
3058,East Midlands,Ciprofloxacin,2021-05-01,E-coli,14.91,E-coli__Ciprofloxacin__East Midlands,Midlands,1.25
3059,West Midlands,Ciprofloxacin,2021-05-01,E-coli,18.51,E-coli__Ciprofloxacin__West Midlands,Midlands,1.25
3060,East Midlands,Co-amoxiclav,2021-05-01,E-coli,37.94,E-coli__Co-amoxiclav__East Midlands,Midlands,1.25
3061,West Midlands,Co-amoxiclav,2021-05-01,E-coli,44.86,E-coli__Co-amoxiclav__West Midlands,Midlands,1.25
3062,East Midlands,Gentamicin,2021-05-01,E-coli,8.69,E-coli__Gentamicin__East Midlands,Midlands,1.25
3063,West Midlands,Gentamicin,2021-05-01,E-coli,9.66,E-coli__Gentamicin__West Midlands,Midlands,1.25
3064,East Midlands,Piperacillin with tazobactam,2021-05-01,E-coli,10.14,E-coli__Piperacillin with tazobactam__East Midlands,Midlands,1.25
3065,West Midlands,Piperacillin with tazobactam,2021-05-01,E-coli,11.32,E-coli__Piperacillin with tazobactam__West Midlands,Midlands,1.25
3066,East Midlands,Third Generation Cephalosporins,2021-05-01,E-coli,12.89,E-coli__Third Generation Cephalosporins__East Midlands,Midlands,1.25
3067,West Midlands,Third Generation Cephalosporins,2021-05-01,E-coli,12.93,E-coli__Third Generation Cephalosporins__West Midlands,Midlands,1.25
3068,East Midlands,Amikacin,2021-05-01,K-pneumoniae,0.76,K-pneumoniae__Amikacin__East Midlands,Midlands,1.25
3069,West Midlands,Amikacin,2021-05-01,K-pneumoniae,0.0,K-pneumoniae__Amikacin__West Midlands,Midlands,1.25
3070,East Midlands,Carbapenems,2021-05-01,K-pneumoniae,1.26,K-pneumoniae__Carbapenems__East Midlands,Midlands,1.25
3071,West Midlands,Carbapenems,2021-05-01,K-pneumoniae,0.6,K-pneumoniae__Carbapenems__West Midlands,Midlands,1.25
3072,East Midlands,Ciprofloxacin,2021-05-01,K-pneumoniae,12.18,K-pneumoniae__Ciprofloxacin__East Midlands,Midlands,1.25
3073,West Midlands,Ciprofloxacin,2021-05-01,K-pneumoniae,9.15,K-pneumoniae__Ciprofloxacin__West Midlands,Midlands,1.25
3074,East Midlands,Co-amoxiclav,2021-05-01,K-pneumoniae,23.87,K-pneumoniae__Co-amoxiclav__East Midlands,Midlands,1.25
3075,West Midlands,Co-amoxiclav,2021-05-01,K-pneumoniae,22.29,K-pneumoniae__Co-amoxiclav__West Midlands,Midlands,1.25
3076,East Midlands,Gentamicin,2021-05-01,K-pneumoniae,6.92,K-pneumoniae__Gentamicin__East Midlands,Midlands,1.25
3077,West Midlands,Gentamicin,2021-05-01,K-pneumoniae,4.94,K-pneumoniae__Gentamicin__West Midlands,Midlands,1.25
3078,East Midlands,Piperacillin with tazobactam,2021-05-01,K-pneumoniae,16.67,K-pneumoniae__Piperacillin with tazobactam__East Midlands,Midlands,1.25
3079,West Midlands,Piperacillin with tazobactam,2021-05-01,K-pneumoniae,13.41,K-pneumoniae__Piperacillin with tazobactam__West Midlands,Midlands,1.25
3080,East Midlands,Third Generation Cephalosporins,2021-05-01,K-pneumoniae,11.32,K-pneumoniae__Third Generation Cephalosporins__East Midlands,Midlands,1.25
3081,West Midlands,Third Generation Cephalosporins,2021-05-01,K-pneumoniae,10.78,K-pneumoniae__Third Generation Cephalosporins__West Midlands,Midlands,1.25
3082,East Midlands,Amikacin,2021-05-01,P-aeruginosa,0.0,P-aeruginosa__Amikacin__East Midlands,Midlands,1.25
3083,West Midlands,Amikacin,2021-05-01,P-aeruginosa,5.38,P-aeruginosa__Amikacin__West Midlands,Midlands,1.25
3084,East Midlands,Carbapenems,2021-05-01,P-aeruginosa,5.33,P-aeruginosa__Carbapenems__East Midlands,Midlands,1.25
3085,West Midlands,Carbapenems,2021-05-01,P-aeruginosa,13.0,P-aeruginosa__Carbapenems__West Midlands,Midlands,1.25
3086,East Midlands,Ceftazidime,2021-05-01,P-aeruginosa,6.67,P-aeruginosa__Ceftazidime__East Midlands,Midlands,1.25
3087,West Midlands,Ceftazidime,2021-05-01,P-aeruginosa,10.53,P-aeruginosa__Ceftazidime__West Midlands,Midlands,1.25
3088,East Midlands,Ciprofloxacin,2021-05-01,P-aeruginosa,6.85,P-aeruginosa__Ciprofloxacin__East Midlands,Midlands,1.25
3089,West Midlands,Ciprofloxacin,2021-05-01,P-aeruginosa,12.24,P-aeruginosa__Ciprofloxacin__West Midlands,Midlands,1.25
3090,East Midlands,Piperacillin with tazobactam,2021-05-01,P-aeruginosa,3.95,P-aeruginosa__Piperacillin with tazobactam__East Midlands,Midlands,1.25
3091,West Midlands,Piperacillin with tazobactam,2021-05-01,P-aeruginosa,13.13,P-aeruginosa__Piperacillin with tazobactam__West Midlands,Midlands,1.25
3092,East Midlands,Macrolides,2021-05-01,S-pneumoniae,0.0,S-pneumoniae__Macrolides__East Midlands,Midlands,1.25
3093,West Midlands,Macrolides,2021-05-01,S-pneumoniae,3.7,S-pneumoniae__Macrolides__West Midlands,Midlands,1.25
3094,East Midlands,Penicillin,2021-05-01,S-pneumoniae,4.17,S-pneumoniae__Penicillin__East Midlands,Midlands,1.25
3095,West Midlands,Penicillin,2021-05-01,S-pneumoniae,0.0,S-pneumoniae__Penicillin__West Midlands,Midlands,1.25
3096,East Midlands,Glycopeptides,2021-05-01,e-faecalis,0.81,e-faecalis__Glycopeptides__East Midlands,Midlands,1.25
3097,West Midlands,Glycopeptides,2021-05-01,e-faecalis,0.0,e-faecalis__Glycopeptides__West Midlands,Midlands,1.25
3098,East Midlands,Glycopeptides,2021-05-01,e-faecium,11.02,e-faecium__Glycopeptides__East Midlands,Midlands,1.25
3099,West Midlands,Glycopeptides,2021-05-01,e-faecium,10.11,e-faecium__Glycopeptides__West Midlands,Midlands,1.25
3100,East Midlands,Amikacin,2021-06-01,E-coli,1.93,E-coli__Amikacin__East Midlands,Midlands,1.26
3101,West Midlands,Amikacin,2021-06-01,E-coli,0.83,E-coli__Amikacin__West Midlands,Midlands,1.26
3102,East Midlands,Carbapenems,2021-06-01,E-coli,0.0,E-coli__Carbapenems__East Midlands,Midlands,1.26
3103,West Midlands,Carbapenems,2021-06-01,E-coli,0.11,E-coli__Carbapenems__West Midlands,Midlands,1.26
3104,East Midlands,Ciprofloxacin,2021-06-01,E-coli,14.04,E-coli__Ciprofloxacin__East Midlands,Midlands,1.26
3105,West Midlands,Ciprofloxacin,2021-06-01,E-coli,18.58,E-coli__Ciprofloxacin__West Midlands,Midlands,1.26
3106,East Midlands,Co-amoxiclav,2021-06-01,E-coli,35.38,E-coli__Co-amoxiclav__East Midlands,Midlands,1.26
3107,West Midlands,Co-amoxiclav,2021-06-01,E-coli,44.78,E-coli__Co-amoxiclav__West Midlands,Midlands,1.26
3108,East Midlands,Gentamicin,2021-06-01,E-coli,8.6,E-coli__Gentamicin__East Midlands,Midlands,1.26
3109,West Midlands,Gentamicin,2021-06-01,E-coli,9.87,E-coli__Gentamicin__West Midlands,Midlands,1.26
3110,East Midlands,Piperacillin with tazobactam,2021-06-01,E-coli,10.34,E-coli__Piperacillin with tazobactam__East Midlands,Midlands,1.26
3111,West Midlands,Piperacillin with tazobactam,2021-06-01,E-coli,12.53,E-coli__Piperacillin with tazobactam__West Midlands,Midlands,1.26
3112,East Midlands,Third Generation Cephalosporins,2021-06-01,E-coli,13.14,E-coli__Third Generation Cephalosporins__East Midlands,Midlands,1.26
3113,West Midlands,Third Generation Cephalosporins,2021-06-01,E-coli,12.99,E-coli__Third Generation Cephalosporins__West Midlands,Midlands,1.26
3114,East Midlands,Amikacin,2021-06-01,K-pneumoniae,0.0,K-pneumoniae__Amikacin__East Midlands,Midlands,1.26
3115,West Midlands,Amikacin,2021-06-01,K-pneumoniae,0.0,K-pneumoniae__Amikacin__West Midlands,Midlands,1.26
3116,East Midlands,Carbapenems,2021-06-01,K-pneumoniae,0.0,K-pneumoniae__Carbapenems__East Midlands,Midlands,1.26
3117,West Midlands,Carbapenems,2021-06-01,K-pneumoniae,1.28,K-pneumoniae__Carbapenems__West Midlands,Midlands,1.26
3118,East Midlands,Ciprofloxacin,2021-06-01,K-pneumoniae,12.1,K-pneumoniae__Ciprofloxacin__East Midlands,Midlands,1.26
3119,West Midlands,Ciprofloxacin,2021-06-01,K-pneumoniae,11.69,K-pneumoniae__Ciprofloxacin__West Midlands,Midlands,1.26
3120,East Midlands,Co-amoxiclav,2021-06-01,K-pneumoniae,25.64,K-pneumoniae__Co-amoxiclav__East Midlands,Midlands,1.26
3121,West Midlands,Co-amoxiclav,2021-06-01,K-pneumoniae,28.57,K-pneumoniae__Co-amoxiclav__West Midlands,Midlands,1.26
3122,East Midlands,Gentamicin,2021-06-01,K-pneumoniae,8.12,K-pneumoniae__Gentamicin__East Midlands,Midlands,1.26
3123,West Midlands,Gentamicin,2021-06-01,K-pneumoniae,8.0,K-pneumoniae__Gentamicin__West Midlands,Midlands,1.26
3124,East Midlands,Piperacillin with tazobactam,2021-06-01,K-pneumoniae,16.56,K-pneumoniae__Piperacillin with tazobactam__East Midlands,Midlands,1.26
3125,West Midlands,Piperacillin with tazobactam,2021-06-01,K-pneumoniae,16.99,K-pneumoniae__Piperacillin with tazobactam__West Midlands,Midlands,1.26
3126,East Midlands,Third Generation Cephalosporins,2021-06-01,K-pneumoniae,9.88,K-pneumoniae__Third Generation Cephalosporins__East Midlands,Midlands,1.26
3127,West Midlands,Third Generation Cephalosporins,2021-06-01,K-pneumoniae,14.19,K-pneumoniae__Third Generation Cephalosporins__West Midlands,Midlands,1.26
3128,East Midlands,Amikacin,2021-06-01,P-aeruginosa,0.0,P-aeruginosa__Amikacin__East Midlands,Midlands,1.26
3129,West Midlands,Amikacin,2021-06-01,P-aeruginosa,4.26,P-aeruginosa__Amikacin__West Midlands,Midlands,1.26
3130,East Midlands,Carbapenems,2021-06-01,P-aeruginosa,1.49,P-aeruginosa__Carbapenems__East Midlands,Midlands,1.26
3131,West Midlands,Carbapenems,2021-06-01,P-aeruginosa,8.41,P-aeruginosa__Carbapenems__West Midlands,Midlands,1.26
3132,East Midlands,Ceftazidime,2021-06-01,P-aeruginosa,5.97,P-aeruginosa__Ceftazidime__East Midlands,Midlands,1.26
3133,West Midlands,Ceftazidime,2021-06-01,P-aeruginosa,6.8,P-aeruginosa__Ceftazidime__West Midlands,Midlands,1.26
3134,East Midlands,Ciprofloxacin,2021-06-01,P-aeruginosa,7.69,P-aeruginosa__Ciprofloxacin__East Midlands,Midlands,1.26
3135,West Midlands,Ciprofloxacin,2021-06-01,P-aeruginosa,12.38,P-aeruginosa__Ciprofloxacin__West Midlands,Midlands,1.26
3136,East Midlands,Piperacillin with tazobactam,2021-06-01,P-aeruginosa,4.41,P-aeruginosa__Piperacillin with tazobactam__East Midlands,Midlands,1.26
3137,West Midlands,Piperacillin with tazobactam,2021-06-01,P-aeruginosa,8.57,P-aeruginosa__Piperacillin with tazobactam__West Midlands,Midlands,1.26
3138,East Midlands,Macrolides,2021-06-01,S-pneumoniae,5.0,S-pneumoniae__Macrolides__East Midlands,Midlands,1.26
3139,West Midlands,Macrolides,2021-06-01,S-pneumoniae,4.29,S-pneumoniae__Macrolides__West Midlands,Midlands,1.26
3140,East Midlands,Penicillin,2021-06-01,S-pneumoniae,2.56,S-pneumoniae__Penicillin__East Midlands,Midlands,1.26
3141,West Midlands,Penicillin,2021-06-01,S-pneumoniae,1.47,S-pneumoniae__Penicillin__West Midlands,Midlands,1.26
3142,East Midlands,Glycopeptides,2021-06-01,e-faecalis,0.0,e-faecalis__Glycopeptides__East Midlands,Midlands,1.26
3143,West Midlands,Glycopeptides,2021-06-01,e-faecalis,0.0,e-faecalis__Glycopeptides__West Midlands,Midlands,1.26
3144,East Midlands,Glycopeptides,2021-06-01,e-faecium,10.0,e-faecium__Glycopeptides__East Midlands,Midlands,1.26
3145,West Midlands,Glycopeptides,2021-06-01,e-faecium,10.23,e-faecium__Glycopeptides__West Midlands,Midlands,1.26
3146,East Midlands,Amikacin,2021-07-01,E-coli,1.64,E-coli__Amikacin__East Midlands,Midlands,1.28
3147,West Midlands,Amikacin,2021-07-01,E-coli,0.91,E-coli__Amikacin__West Midlands,Midlands,1.28
3148,East Midlands,Carbapenems,2021-07-01,E-coli,0.11,E-coli__Carbapenems__East Midlands,Midlands,1.28
3149,West Midlands,Carbapenems,2021-07-01,E-coli,0.11,E-coli__Carbapenems__West Midlands,Midlands,1.28
3150,East Midlands,Ciprofloxacin,2021-07-01,E-coli,14.07,E-coli__Ciprofloxacin__East Midlands,Midlands,1.28
3151,West Midlands,Ciprofloxacin,2021-07-01,E-coli,16.24,E-coli__Ciprofloxacin__West Midlands,Midlands,1.28
3152,East Midlands,Co-amoxiclav,2021-07-01,E-coli,32.99,E-coli__Co-amoxiclav__East Midlands,Midlands,1.28
3153,West Midlands,Co-amoxiclav,2021-07-01,E-coli,42.09,E-coli__Co-amoxiclav__West Midlands,Midlands,1.28
3154,East Midlands,Gentamicin,2021-07-01,E-coli,8.53,E-coli__Gentamicin__East Midlands,Midlands,1.28
3155,West Midlands,Gentamicin,2021-07-01,E-coli,7.68,E-coli__Gentamicin__West Midlands,Midlands,1.28
3156,East Midlands,Piperacillin with tazobactam,2021-07-01,E-coli,8.04,E-coli__Piperacillin with tazobactam__East Midlands,Midlands,1.28
3157,West Midlands,Piperacillin with tazobactam,2021-07-01,E-coli,12.3,E-coli__Piperacillin with tazobactam__West Midlands,Midlands,1.28
3158,East Midlands,Third Generation Cephalosporins,2021-07-01,E-coli,12.97,E-coli__Third Generation Cephalosporins__East Midlands,Midlands,1.28
3159,West Midlands,Third Generation Cephalosporins,2021-07-01,E-coli,11.98,E-coli__Third Generation Cephalosporins__West Midlands,Midlands,1.28
3160,East Midlands,Amikacin,2021-07-01,K-pneumoniae,0.71,K-pneumoniae__Amikacin__East Midlands,Midlands,1.28
3161,West Midlands,Amikacin,2021-07-01,K-pneumoniae,0.0,K-pneumoniae__Amikacin__West Midlands,Midlands,1.28
3162,East Midlands,Carbapenems,2021-07-01,K-pneumoniae,0.0,K-pneumoniae__Carbapenems__East Midlands,Midlands,1.28
3163,West Midlands,Carbapenems,2021-07-01,K-pneumoniae,0.63,K-pneumoniae__Carbapenems__West Midlands,Midlands,1.28
3164,East Midlands,Ciprofloxacin,2021-07-01,K-pneumoniae,8.14,K-pneumoniae__Ciprofloxacin__East Midlands,Midlands,1.28
3165,West Midlands,Ciprofloxacin,2021-07-01,K-pneumoniae,15.38,K-pneumoniae__Ciprofloxacin__West Midlands,Midlands,1.28
3166,East Midlands,Co-amoxiclav,2021-07-01,K-pneumoniae,24.56,K-pneumoniae__Co-amoxiclav__East Midlands,Midlands,1.28
3167,West Midlands,Co-amoxiclav,2021-07-01,K-pneumoniae,27.74,K-pneumoniae__Co-amoxiclav__West Midlands,Midlands,1.28
3168,East Midlands,Gentamicin,2021-07-01,K-pneumoniae,7.43,K-pneumoniae__Gentamicin__East Midlands,Midlands,1.28
3169,West Midlands,Gentamicin,2021-07-01,K-pneumoniae,7.89,K-pneumoniae__Gentamicin__West Midlands,Midlands,1.28
3170,East Midlands,Piperacillin with tazobactam,2021-07-01,K-pneumoniae,14.55,K-pneumoniae__Piperacillin with tazobactam__East Midlands,Midlands,1.28
3171,West Midlands,Piperacillin with tazobactam,2021-07-01,K-pneumoniae,16.03,K-pneumoniae__Piperacillin with tazobactam__West Midlands,Midlands,1.28
3172,East Midlands,Third Generation Cephalosporins,2021-07-01,K-pneumoniae,7.95,K-pneumoniae__Third Generation Cephalosporins__East Midlands,Midlands,1.28
3173,West Midlands,Third Generation Cephalosporins,2021-07-01,K-pneumoniae,11.39,K-pneumoniae__Third Generation Cephalosporins__West Midlands,Midlands,1.28
3174,East Midlands,Amikacin,2021-07-01,P-aeruginosa,1.79,P-aeruginosa__Amikacin__East Midlands,Midlands,1.28
3175,West Midlands,Amikacin,2021-07-01,P-aeruginosa,4.17,P-aeruginosa__Amikacin__West Midlands,Midlands,1.28
3176,East Midlands,Carbapenems,2021-07-01,P-aeruginosa,1.3,P-aeruginosa__Carbapenems__East Midlands,Midlands,1.28
3177,West Midlands,Carbapenems,2021-07-01,P-aeruginosa,11.11,P-aeruginosa__Carbapenems__West Midlands,Midlands,1.28
3178,East Midlands,Ceftazidime,2021-07-01,P-aeruginosa,4.0,P-aeruginosa__Ceftazidime__East Midlands,Midlands,1.28
3179,West Midlands,Ceftazidime,2021-07-01,P-aeruginosa,5.31,P-aeruginosa__Ceftazidime__West Midlands,Midlands,1.28
3180,East Midlands,Ciprofloxacin,2021-07-01,P-aeruginosa,7.79,P-aeruginosa__Ciprofloxacin__East Midlands,Midlands,1.28
3181,West Midlands,Ciprofloxacin,2021-07-01,P-aeruginosa,7.83,P-aeruginosa__Ciprofloxacin__West Midlands,Midlands,1.28
3182,East Midlands,Piperacillin with tazobactam,2021-07-01,P-aeruginosa,2.56,P-aeruginosa__Piperacillin with tazobactam__East Midlands,Midlands,1.28
3183,West Midlands,Piperacillin with tazobactam,2021-07-01,P-aeruginosa,6.96,P-aeruginosa__Piperacillin with tazobactam__West Midlands,Midlands,1.28
3184,East Midlands,Macrolides,2021-07-01,S-pneumoniae,4.35,S-pneumoniae__Macrolides__East Midlands,Midlands,1.28
3185,West Midlands,Macrolides,2021-07-01,S-pneumoniae,6.45,S-pneumoniae__Macrolides__West Midlands,Midlands,1.28
3186,East Midlands,Penicillin,2021-07-01,S-pneumoniae,2.22,S-pneumoniae__Penicillin__East Midlands,Midlands,1.28
3187,West Midlands,Penicillin,2021-07-01,S-pneumoniae,1.67,S-pneumoniae__Penicillin__West Midlands,Midlands,1.28
3188,East Midlands,Glycopeptides,2021-07-01,e-faecalis,0.77,e-faecalis__Glycopeptides__East Midlands,Midlands,1.28
3189,West Midlands,Glycopeptides,2021-07-01,e-faecalis,0.0,e-faecalis__Glycopeptides__West Midlands,Midlands,1.28
3190,East Midlands,Glycopeptides,2021-07-01,e-faecium,6.31,e-faecium__Glycopeptides__East Midlands,Midlands,1.28
3191,West Midlands,Glycopeptides,2021-07-01,e-faecium,5.13,e-faecium__Glycopeptides__West Midlands,Midlands,1.28
3192,East Midlands,Amikacin,2021-08-01,E-coli,2.07,E-coli__Amikacin__East Midlands,Midlands,1.3
3193,West Midlands,Amikacin,2021-08-01,E-coli,1.32,E-coli__Amikacin__West Midlands,Midlands,1.3
3194,East Midlands,Carbapenems,2021-08-01,E-coli,0.23,E-coli__Carbapenems__East Midlands,Midlands,1.3
3195,West Midlands,Carbapenems,2021-08-01,E-coli,0.2,E-coli__Carbapenems__West Midlands,Midlands,1.3
3196,East Midlands,Ciprofloxacin,2021-08-01,E-coli,14.29,E-coli__Ciprofloxacin__East Midlands,Midlands,1.3
3197,West Midlands,Ciprofloxacin,2021-08-01,E-coli,15.95,E-coli__Ciprofloxacin__West Midlands,Midlands,1.3
3198,East Midlands,Co-amoxiclav,2021-08-01,E-coli,32.8,E-coli__Co-amoxiclav__East Midlands,Midlands,1.3
3199,West Midlands,Co-amoxiclav,2021-08-01,E-coli,43.23,E-coli__Co-amoxiclav__West Midlands,Midlands,1.3
3200,East Midlands,Gentamicin,2021-08-01,E-coli,7.33,E-coli__Gentamicin__East Midlands,Midlands,1.3
3201,West Midlands,Gentamicin,2021-08-01,E-coli,8.79,E-coli__Gentamicin__West Midlands,Midlands,1.3
3202,East Midlands,Piperacillin with tazobactam,2021-08-01,E-coli,7.75,E-coli__Piperacillin with tazobactam__East Midlands,Midlands,1.3
3203,West Midlands,Piperacillin with tazobactam,2021-08-01,E-coli,11.75,E-coli__Piperacillin with tazobactam__West Midlands,Midlands,1.3
3204,East Midlands,Third Generation Cephalosporins,2021-08-01,E-coli,13.3,E-coli__Third Generation Cephalosporins__East Midlands,Midlands,1.3
3205,West Midlands,Third Generation Cephalosporins,2021-08-01,E-coli,11.58,E-coli__Third Generation Cephalosporins__West Midlands,Midlands,1.3
3206,East Midlands,Amikacin,2021-08-01,K-pneumoniae,2.34,K-pneumoniae__Amikacin__East Midlands,Midlands,1.3
3207,West Midlands,Amikacin,2021-08-01,K-pneumoniae,0.6,K-pneumoniae__Amikacin__West Midlands,Midlands,1.3
3208,East Midlands,Carbapenems,2021-08-01,K-pneumoniae,1.24,K-pneumoniae__Carbapenems__East Midlands,Midlands,1.3
3209,West Midlands,Carbapenems,2021-08-01,K-pneumoniae,0.57,K-pneumoniae__Carbapenems__West Midlands,Midlands,1.3
3210,East Midlands,Ciprofloxacin,2021-08-01,K-pneumoniae,10.78,K-pneumoniae__Ciprofloxacin__East Midlands,Midlands,1.3
3211,West Midlands,Ciprofloxacin,2021-08-01,K-pneumoniae,10.0,K-pneumoniae__Ciprofloxacin__West Midlands,Midlands,1.3
3212,East Midlands,Co-amoxiclav,2021-08-01,K-pneumoniae,24.55,K-pneumoniae__Co-amoxiclav__East Midlands,Midlands,1.3
3213,West Midlands,Co-amoxiclav,2021-08-01,K-pneumoniae,26.47,K-pneumoniae__Co-amoxiclav__West Midlands,Midlands,1.3
3214,East Midlands,Gentamicin,2021-08-01,K-pneumoniae,7.14,K-pneumoniae__Gentamicin__East Midlands,Midlands,1.3
3215,West Midlands,Gentamicin,2021-08-01,K-pneumoniae,5.95,K-pneumoniae__Gentamicin__West Midlands,Midlands,1.3
3216,East Midlands,Piperacillin with tazobactam,2021-08-01,K-pneumoniae,11.92,K-pneumoniae__Piperacillin with tazobactam__East Midlands,Midlands,1.3
3217,West Midlands,Piperacillin with tazobactam,2021-08-01,K-pneumoniae,15.12,K-pneumoniae__Piperacillin with tazobactam__West Midlands,Midlands,1.3
3218,East Midlands,Third Generation Cephalosporins,2021-08-01,K-pneumoniae,10.59,K-pneumoniae__Third Generation Cephalosporins__East Midlands,Midlands,1.3
3219,West Midlands,Third Generation Cephalosporins,2021-08-01,K-pneumoniae,10.29,K-pneumoniae__Third Generation Cephalosporins__West Midlands,Midlands,1.3
3220,East Midlands,Amikacin,2021-08-01,P-aeruginosa,1.56,P-aeruginosa__Amikacin__East Midlands,Midlands,1.3
