geography,stratum,date,resistance_pct,organism
North East,Glycopeptides,2023-11-01,10.67,e_faecalis
North East,Glycopeptides,2023-12-01,10.33,e_faecalis
North East,Glycopeptides,2024-01-01,10.33,e_faecalis
North East,Glycopeptides,2024-02-01,10.33,e_faecalis
North East,Glycopeptides,2024-03-01,11.33,e_faecalis
North East,Glycopeptides,2024-04-01,11.0,e_faecalis
North East,Glycopeptides,2024-05-01,13.33,e_faecalis
North East,Glycopeptides,2024-06-01,13.67,e_faecalis
North East,Glycopeptides,2024-07-01,11.33,e_faecalis
North East,Glycopeptides,2024-08-01,11.33,e_faecalis
North East,Glycopeptides,2024-09-01,9.33,e_faecalis
North East,Glycopeptides,2024-10-01,13.67,e_faecalis
North East,Glycopeptides,2024-11-01,15.67,e_faecalis
North East,Glycopeptides,2024-12-01,18.0,e_faecalis
North East,Glycopeptides,2025-01-01,19.33,e_faecalis
North East,Glycopeptides,2025-02-01,19.67,e_faecalis
North East,Glycopeptides,2025-03-01,18.0,e_faecalis
North East,Glycopeptides,2025-04-01,18.0,e_faecalis
North East,Glycopeptides,2025-05-01,18.0,e_faecalis
North East,Glycopeptides,2025-06-01,19.67,e_faecalis
North West,Glycopeptides,2020-08-01,34.0,e_faecalis
North West,Glycopeptides,2020-09-01,33.33,e_faecalis
North West,Glycopeptides,2020-10-01,36.0,e_faecalis
North West,Glycopeptides,2020-11-01,40.67,e_faecalis
North West,Glycopeptides,2020-12-01,41.33,e_faecalis
North West,Glycopeptides,2021-01-01,42.67,e_faecalis
North West,Glycopeptides,2021-02-01,42.67,e_faecalis
North West,Glycopeptides,2021-03-01,46.33,e_faecalis
North West,Glycopeptides,2021-04-01,45.67,e_faecalis
North West,Glycopeptides,2021-05-01,47.0,e_faecalis
North West,Glycopeptides,2021-06-01,41.33,e_faecalis
North West,Glycopeptides,2021-07-01,40.0,e_faecalis
North West,Glycopeptides,2021-08-01,43.33,e_faecalis
North West,Glycopeptides,2021-09-01,43.0,e_faecalis
North West,Glycopeptides,2021-10-01,44.33,e_faecalis
North West,Glycopeptides,2021-11-01,42.67,e_faecalis
North West,Glycopeptides,2021-12-01,45.0,e_faecalis
North West,Glycopeptides,2022-01-01,42.67,e_faecalis
North West,Glycopeptides,2022-02-01,34.33,e_faecalis
North West,Glycopeptides,2022-03-01,33.33,e_faecalis
North West,Glycopeptides,2022-04-01,31.33,e_faecalis
North West,Glycopeptides,2022-05-01,37.0,e_faecalis
North West,Glycopeptides,2022-06-01,38.0,e_faecalis
North West,Glycopeptides,2022-07-01,41.67,e_faecalis
North West,Glycopeptides,2022-08-01,46.33,e_faecalis
North West,Glycopeptides,2022-09-01,44.33,e_faecalis
North West,Glycopeptides,2022-10-01,47.33,e_faecalis
North West,Glycopeptides,2022-11-01,40.33,e_faecalis
North West,Glycopeptides,2022-12-01,43.67,e_faecalis
North West,Glycopeptides,2023-01-01,37.67,e_faecalis
North West,Glycopeptides,2023-02-01,42.67,e_faecalis
North West,Glycopeptides,2023-03-01,45.67,e_faecalis
North West,Glycopeptides,2023-04-01,49.0,e_faecalis
North West,Glycopeptides,2023-05-01,50.33,e_faecalis
North West,Glycopeptides,2023-06-01,44.0,e_faecalis
North West,Glycopeptides,2023-07-01,45.33,e_faecalis
North West,Glycopeptides,2023-08-01,42.0,e_faecalis
North West,Glycopeptides,2023-09-01,42.67,e_faecalis
North West,Glycopeptides,2023-10-01,45.0,e_faecalis
North West,Glycopeptides,2023-11-01,47.67,e_faecalis
North West,Glycopeptides,2023-12-01,50.33,e_faecalis
North West,Glycopeptides,2024-01-01,49.0,e_faecalis
North West,Glycopeptides,2024-02-01,47.67,e_faecalis
North West,Glycopeptides,2024-03-01,46.0,e_faecalis
North West,Glycopeptides,2024-04-01,46.0,e_faecalis
North West,Glycopeptides,2024-05-01,42.67,e_faecalis
North West,Glycopeptides,2024-06-01,43.67,e_faecalis
North West,Glycopeptides,2024-07-01,44.33,e_faecalis
North West,Glycopeptides,2024-08-01,47.67,e_faecalis
North West,Glycopeptides,2024-09-01,46.0,e_faecalis
North West,Glycopeptides,2024-10-01,46.0,e_faecalis
North West,Glycopeptides,2024-11-01,43.67,e_faecalis
North West,Glycopeptides,2024-12-01,45.0,e_faecalis
North West,Glycopeptides,2025-01-01,47.67,e_faecalis
North West,Glycopeptides,2025-02-01,47.67,e_faecalis
North West,Glycopeptides,2025-03-01,49.0,e_faecalis
North West,Glycopeptides,2025-04-01,48.67,e_faecalis
North West,Glycopeptides,2025-05-01,51.33,e_faecalis
North West,Glycopeptides,2025-06-01,50.33,e_faecalis
South East,Glycopeptides,2020-08-01,45.67,e_faecalis
South East,Glycopeptides,2020-09-01,46.33,e_faecalis
South East,Glycopeptides,2020-10-01,45.33,e_faecalis
South East,Glycopeptides,2020-11-01,46.33,e_faecalis
South East,Glycopeptides,2020-12-01,46.67,e_faecalis
South East,Glycopeptides,2021-01-01,47.33,e_faecalis
South East,Glycopeptides,2021-02-01,46.0,e_faecalis
South East,Glycopeptides,2021-03-01,45.33,e_faecalis
South East,Glycopeptides,2021-04-01,43.67,e_faecalis
South East,Glycopeptides,2021-05-01,43.0,e_faecalis
South East,Glycopeptides,2021-06-01,44.33,e_faecalis
South East,Glycopeptides,2021-07-01,45.33,e_faecalis
South East,Glycopeptides,2021-08-01,48.0,e_faecalis
South East,Glycopeptides,2021-09-01,45.33,e_faecalis
South East,Glycopeptides,2021-10-01,45.33,e_faecalis
South East,Glycopeptides,2021-11-01,42.67,e_faecalis
South East,Glycopeptides,2021-12-01,45.0,e_faecalis
South East,Glycopeptides,2022-01-01,45.33,e_faecalis
South East,Glycopeptides,2022-02-01,44.67,e_faecalis
South East,Glycopeptides,2022-03-01,44.0,e_faecalis
South East,Glycopeptides,2022-04-01,45.33,e_faecalis
South East,Glycopeptides,2022-05-01,49.33,e_faecalis
South East,Glycopeptides,2022-06-01,46.67,e_faecalis
South East,Glycopeptides,2022-07-01,45.33,e_faecalis
South East,Glycopeptides,2022-08-01,42.0,e_faecalis
South East,Glycopeptides,2022-09-01,44.33,e_faecalis
South East,Glycopeptides,2022-10-01,44.33,e_faecalis
South East,Glycopeptides,2022-11-01,43.67,e_faecalis
South East,Glycopeptides,2022-12-01,47.33,e_faecalis
South East,Glycopeptides,2023-01-01,47.33,e_faecalis
South East,Glycopeptides,2023-02-01,50.33,e_faecalis
South East,Glycopeptides,2023-03-01,48.67,e_faecalis
South East,Glycopeptides,2023-04-01,53.67,e_faecalis
South East,Glycopeptides,2023-05-01,53.67,e_faecalis
South East,Glycopeptides,2023-06-01,52.67,e_faecalis
South East,Glycopeptides,2023-07-01,51.67,e_faecalis
South East,Glycopeptides,2023-08-01,53.67,e_faecalis
South East,Glycopeptides,2023-09-01,55.33,e_faecalis
South East,Glycopeptides,2023-10-01,54.0,e_faecalis
South East,Glycopeptides,2023-11-01,51.0,e_faecalis
South East,Glycopeptides,2023-12-01,50.67,e_faecalis
South East,Glycopeptides,2024-01-01,47.33,e_faecalis
South East,Glycopeptides,2024-02-01,45.33,e_faecalis
South East,Glycopeptides,2024-03-01,47.0,e_faecalis
South East,Glycopeptides,2024-04-01,51.33,e_faecalis
South East,Glycopeptides,2024-05-01,53.0,e_faecalis
South East,Glycopeptides,2024-06-01,53.33,e_faecalis
South East,Glycopeptides,2024-07-01,53.67,e_faecalis
South East,Glycopeptides,2024-08-01,54.0,e_faecalis
South East,Glycopeptides,2024-09-01,55.67,e_faecalis
South East,Glycopeptides,2024-10-01,57.33,e_faecalis
South East,Glycopeptides,2024-11-01,60.33,e_faecalis
South East,Glycopeptides,2024-12-01,55.33,e_faecalis
South East,Glycopeptides,2025-01-01,53.0,e_faecalis
South East,Glycopeptides,2025-02-01,52.33,e_faecalis
South East,Glycopeptides,2025-03-01,52.67,e_faecalis
South East,Glycopeptides,2025-04-01,52.0,e_faecalis
South East,Glycopeptides,2025-05-01,47.33,e_faecalis
South East,Glycopeptides,2025-06-01,50.0,e_faecalis
South West,Glycopeptides,2020-08-01,24.0,e_faecalis
South West,Glycopeptides,2020-09-01,25.67,e_faecalis
South West,Glycopeptides,2020-10-01,25.67,e_faecalis
South West,Glycopeptides,2020-11-01,23.67,e_faecalis
South West,Glycopeptides,2020-12-01,21.67,e_faecalis
South West,Glycopeptides,2021-01-01,21.67,e_faecalis
South West,Glycopeptides,2021-02-01,22.0,e_faecalis
South West,Glycopeptides,2021-03-01,21.67,e_faecalis
South West,Glycopeptides,2021-04-01,24.33,e_faecalis
South West,Glycopeptides,2021-05-01,24.33,e_faecalis
South West,Glycopeptides,2021-06-01,25.33,e_faecalis
South West,Glycopeptides,2021-07-01,24.67,e_faecalis
South West,Glycopeptides,2021-08-01,27.0,e_faecalis
South West,Glycopeptides,2021-09-01,26.33,e_faecalis
South West,Glycopeptides,2021-10-01,29.67,e_faecalis
South West,Glycopeptides,2021-11-01,30.33,e_faecalis
South West,Glycopeptides,2021-12-01,32.67,e_faecalis
South West,Glycopeptides,2022-01-01,30.33,e_faecalis
South West,Glycopeptides,2022-02-01,27.33,e_faecalis
South West,Glycopeptides,2022-03-01,28.67,e_faecalis
South West,Glycopeptides,2022-04-01,29.0,e_faecalis
South West,Glycopeptides,2022-05-01,28.0,e_faecalis
South West,Glycopeptides,2022-06-01,26.33,e_faecalis
South West,Glycopeptides,2022-07-01,25.0,e_faecalis
South West,Glycopeptides,2022-08-01,26.67,e_faecalis
South West,Glycopeptides,2022-09-01,27.33,e_faecalis
South West,Glycopeptides,2022-10-01,31.0,e_faecalis
South West,Glycopeptides,2022-11-01,32.67,e_faecalis
South West,Glycopeptides,2022-12-01,30.33,e_faecalis
South West,Glycopeptides,2023-01-01,28.0,e_faecalis
South West,Glycopeptides,2023-02-01,26.67,e_faecalis
South West,Glycopeptides,2023-03-01,31.0,e_faecalis
South West,Glycopeptides,2023-04-01,32.33,e_faecalis
South West,Glycopeptides,2023-05-01,35.0,e_faecalis
South West,Glycopeptides,2023-06-01,33.0,e_faecalis
South West,Glycopeptides,2023-07-01,31.33,e_faecalis
South West,Glycopeptides,2023-08-01,30.33,e_faecalis
South West,Glycopeptides,2023-09-01,34.33,e_faecalis
South West,Glycopeptides,2023-10-01,35.0,e_faecalis
South West,Glycopeptides,2023-11-01,34.67,e_faecalis
South West,Glycopeptides,2023-12-01,32.33,e_faecalis
South West,Glycopeptides,2024-01-01,32.33,e_faecalis
South West,Glycopeptides,2024-02-01,35.0,e_faecalis
South West,Glycopeptides,2024-03-01,33.33,e_faecalis
South West,Glycopeptides,2024-04-01,36.33,e_faecalis
South West,Glycopeptides,2024-05-01,38.0,e_faecalis
South West,Glycopeptides,2024-06-01,38.67,e_faecalis
South West,Glycopeptides,2024-07-01,37.33,e_faecalis
South West,Glycopeptides,2024-08-01,32.0,e_faecalis
South West,Glycopeptides,2024-09-01,33.33,e_faecalis
South West,Glycopeptides,2024-10-01,32.33,e_faecalis
South West,Glycopeptides,2024-11-01,33.33,e_faecalis
South West,Glycopeptides,2024-12-01,28.67,e_faecalis
South West,Glycopeptides,2025-01-01,31.67,e_faecalis
South West,Glycopeptides,2025-02-01,30.67,e_faecalis
South West,Glycopeptides,2025-03-01,39.33,e_faecalis
South West,Glycopeptides,2025-04-01,35.67,e_faecalis
South West,Glycopeptides,2025-05-01,40.33,e_faecalis
South West,Glycopeptides,2025-06-01,36.67,e_faecalis
West Midlands,Glycopeptides,2020-08-01,26.33,e_faecalis
West Midlands,Glycopeptides,2020-09-01,25.67,e_faecalis
West Midlands,Glycopeptides,2020-10-01,26.33,e_faecalis
West Midlands,Glycopeptides,2020-11-01,22.33,e_faecalis
West Midlands,Glycopeptides,2020-12-01,28.0,e_faecalis
West Midlands,Glycopeptides,2021-01-01,29.67,e_faecalis
West Midlands,Glycopeptides,2021-02-01,33.0,e_faecalis
West Midlands,Glycopeptides,2021-03-01,31.33,e_faecalis
West Midlands,Glycopeptides,2021-04-01,28.0,e_faecalis
West Midlands,Glycopeptides,2021-05-01,27.67,e_faecalis
West Midlands,Glycopeptides,2021-06-01,24.67,e_faecalis
West Midlands,Glycopeptides,2021-07-01,26.0,e_faecalis
West Midlands,Glycopeptides,2021-08-01,28.33,e_faecalis
West Midlands,Glycopeptides,2021-09-01,35.0,e_faecalis
West Midlands,Glycopeptides,2021-10-01,38.67,e_faecalis
West Midlands,Glycopeptides,2021-11-01,36.33,e_faecalis
West Midlands,Glycopeptides,2021-12-01,31.0,e_faecalis
West Midlands,Glycopeptides,2022-01-01,27.33,e_faecalis
West Midlands,Glycopeptides,2022-02-01,27.0,e_faecalis
West Midlands,Glycopeptides,2022-03-01,30.33,e_faecalis
West Midlands,Glycopeptides,2022-04-01,29.33,e_faecalis
West Midlands,Glycopeptides,2022-05-01,30.33,e_faecalis
West Midlands,Glycopeptides,2022-06-01,28.33,e_faecalis
West Midlands,Glycopeptides,2022-07-01,30.0,e_faecalis
West Midlands,Glycopeptides,2022-08-01,29.0,e_faecalis
West Midlands,Glycopeptides,2022-09-01,28.33,e_faecalis
West Midlands,Glycopeptides,2022-10-01,27.67,e_faecalis
West Midlands,Glycopeptides,2022-11-01,31.33,e_faecalis
West Midlands,Glycopeptides,2022-12-01,31.33,e_faecalis
West Midlands,Glycopeptides,2023-01-01,33.0,e_faecalis
West Midlands,Glycopeptides,2023-02-01,31.67,e_faecalis
West Midlands,Glycopeptides,2023-03-01,39.67,e_faecalis
West Midlands,Glycopeptides,2023-04-01,38.67,e_faecalis
West Midlands,Glycopeptides,2023-05-01,37.33,e_faecalis
West Midlands,Glycopeptides,2023-06-01,30.33,e_faecalis
West Midlands,Glycopeptides,2023-07-01,34.0,e_faecalis
West Midlands,Glycopeptides,2023-08-01,39.33,e_faecalis
West Midlands,Glycopeptides,2023-09-01,41.33,e_faecalis
West Midlands,Glycopeptides,2023-10-01,38.0,e_faecalis
West Midlands,Glycopeptides,2023-11-01,35.67,e_faecalis
West Midlands,Glycopeptides,2023-12-01,32.67,e_faecalis
West Midlands,Glycopeptides,2024-01-01,36.0,e_faecalis
West Midlands,Glycopeptides,2024-02-01,36.0,e_faecalis
West Midlands,Glycopeptides,2024-03-01,39.67,e_faecalis
West Midlands,Glycopeptides,2024-04-01,35.33,e_faecalis
West Midlands,Glycopeptides,2024-05-01,32.67,e_faecalis
West Midlands,Glycopeptides,2024-06-01,31.33,e_faecalis
West Midlands,Glycopeptides,2024-07-01,35.67,e_faecalis
West Midlands,Glycopeptides,2024-08-01,36.67,e_faecalis
West Midlands,Glycopeptides,2024-09-01,34.33,e_faecalis
West Midlands,Glycopeptides,2024-10-01,32.33,e_faecalis
West Midlands,Glycopeptides,2024-11-01,32.0,e_faecalis
West Midlands,Glycopeptides,2024-12-01,33.33,e_faecalis
West Midlands,Glycopeptides,2025-01-01,35.0,e_faecalis
West Midlands,Glycopeptides,2025-02-01,32.67,e_faecalis
West Midlands,Glycopeptides,2025-03-01,34.67,e_faecalis
