theme,sub_theme,topic,geography_type,geography,metric,sex,age,stratum,year,date,metric_value,in_reporting_delay_period,metric value
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,East of England,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2024,01/03/2024,39,FALSE,31.62
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,East of England,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2024,01/02/2024,37.33,FALSE,36.61
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,East of England,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2024,01/01/2024,41,FALSE,36.59
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,East of England,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2023,01/12/2023,40.67,FALSE,31.97
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,East of England,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2023,01/11/2023,41.67,FALSE,33.6
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,East of England,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2023,01/10/2023,36.33,FALSE,33.03
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,East of England,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2023,01/09/2023,36.33,FALSE,41.28
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,East of England,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2023,01/08/2023,32,FALSE,39.58
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,East of England,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2023,01/07/2023,36.67,FALSE,40.91
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,East of England,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2023,01/06/2023,36.67,FALSE,42.73
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,East of England,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2023,01/05/2023,39,FALSE,45.3
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,East of England,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2023,01/04/2023,35.33,FALSE,46.23
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,East of England,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2023,01/03/2023,42.33,FALSE,40.16
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,East of England,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2023,01/02/2023,44.67,FALSE,40.3
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,East of England,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2023,01/01/2023,45,FALSE,40
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,East of England,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2022,01/12/2022,43,FALSE,40.31
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,East of England,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2022,01/11/2022,41,FALSE,38.21
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,East of England,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2022,01/10/2022,38.33,FALSE,37.39
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,East of England,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2022,01/09/2022,33.67,FALSE,37.62
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,East of England,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2022,01/08/2022,37.67,FALSE,41.59
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,East of England,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2022,01/07/2022,40.33,FALSE,40.5
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,East of England,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2022,01/06/2022,39.67,FALSE,42.02
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,East of England,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2022,01/05/2022,38,FALSE,41.23
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,East of England,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2022,01/04/2022,44,FALSE,38.64
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,East of England,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2022,01/03/2022,42.33,FALSE,39.37
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,East of England,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2022,01/02/2022,38,FALSE,36.84
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,East of England,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2022,01/01/2022,31.33,FALSE,42.55
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,East of England,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2021,01/12/2021,37.67,FALSE,30.97
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,East of England,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2021,01/11/2021,39,FALSE,29.06
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,East of England,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2021,01/10/2021,41.33,FALSE,26.61
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,East of England,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2021,01/09/2021,34,FALSE,35.29
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,East of England,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2021,01/08/2021,31.33,FALSE,40.43
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,East of England,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2021,01/07/2021,27,FALSE,41.98
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,East of England,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2021,01/06/2021,30.67,FALSE,38.04
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,East of England,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2021,01/05/2021,39,FALSE,42.74
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,East of England,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2021,01/04/2021,45.33,FALSE,43.38
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,East of England,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2021,01/03/2021,48.67,FALSE,40.41
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,East of England,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2021,01/02/2021,39.67,FALSE,32.77
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,East of England,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2021,01/01/2021,33.67,FALSE,27.72
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,East of England,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2020,01/12/2020,25.67,FALSE,23.38
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,East of England,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2020,01/11/2020,26.33,FALSE,22.78
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,East of England,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2020,01/10/2020,26.67,FALSE,28.75
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,East of England,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2020,01/09/2020,26.67,FALSE,28.75
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,East of England,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2020,01/08/2020,28.33,FALSE,30.59
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,East Midlands,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2025,01/06/2025,35,FALSE,11.43
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,East Midlands,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2025,01/05/2025,36.33,FALSE,11.93
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,East Midlands,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2025,01/04/2025,36,FALSE,12.04
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,East Midlands,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2025,01/03/2025,37.67,FALSE,12.39
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,East Midlands,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2025,01/02/2025,39.33,FALSE,12.71
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,East Midlands,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2025,01/01/2025,39,FALSE,11.97
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,East Midlands,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2024,01/12/2024,33.33,FALSE,11
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,East Midlands,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2024,01/11/2024,29.33,FALSE,13.64
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,East Midlands,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2024,01/10/2024,27.67,FALSE,12.05
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,East Midlands,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2024,01/09/2024,28,FALSE,13.1
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,East Midlands,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2024,01/08/2024,31.67,FALSE,12.63
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,East Midlands,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2024,01/07/2024,32,FALSE,19.79
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,East Midlands,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2024,01/06/2024,34.67,FALSE,19.23
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,East Midlands,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2024,01/05/2024,32.33,FALSE,17.53
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,East Midlands,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2024,01/04/2024,31.67,FALSE,11.58
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,East Midlands,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2024,01/03/2024,30.33,FALSE,13.19
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,East Midlands,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2024,01/02/2024,31,FALSE,16.13
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,East Midlands,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2024,01/01/2024,32,FALSE,15.62
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,East Midlands,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2023,01/12/2023,32.33,FALSE,13.4
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,East Midlands,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2023,01/11/2023,34.33,FALSE,9.71
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,East Midlands,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2023,01/10/2023,32,FALSE,12.5
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,East Midlands,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2023,01/09/2023,32,FALSE,13.54
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,East Midlands,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2023,01/08/2023,31,FALSE,12.9
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,East Midlands,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2023,01/07/2023,31.67,FALSE,11.58
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,East Midlands,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2023,01/06/2023,32.33,FALSE,9.28
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,East Midlands,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2023,01/05/2023,36,FALSE,9.26
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,East Midlands,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2023,01/04/2023,39,FALSE,9.4
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,East Midlands,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2023,01/03/2023,38,FALSE,9.65
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,East Midlands,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2023,01/02/2023,30.67,FALSE,10.87
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,East Midlands,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2023,01/01/2023,30.67,FALSE,11.96
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,East Midlands,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2022,01/12/2022,29,FALSE,14.94
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,East Midlands,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2022,01/11/2022,30.67,FALSE,16.3
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,East Midlands,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2022,01/10/2022,29.67,FALSE,14.61
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,East Midlands,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2022,01/09/2022,27.33,FALSE,12.2
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,East Midlands,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2022,01/08/2022,27.67,FALSE,10.84
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,East Midlands,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2022,01/07/2022,31,FALSE,9.68
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,East Midlands,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2022,01/06/2022,31,FALSE,9.68
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,East Midlands,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2022,01/05/2022,28.33,FALSE,9.41
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,East Midlands,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2022,01/04/2022,28,FALSE,9.52
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,East Midlands,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2022,01/03/2022,30.33,FALSE,9.89
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,East Midlands,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2022,01/02/2022,34,FALSE,12.75
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,East Midlands,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2022,01/01/2022,33,FALSE,12.12
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,East Midlands,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2021,01/12/2021,35.67,FALSE,15.89
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,East Midlands,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2021,01/11/2021,36.33,FALSE,13.76
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,East Midlands,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2021,01/10/2021,32.67,FALSE,14.29
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,East Midlands,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2021,01/09/2021,31.67,FALSE,9.47
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,East Midlands,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2021,01/08/2021,32.33,FALSE,6.19
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,East Midlands,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2021,01/07/2021,37,FALSE,6.31
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,East Midlands,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2021,01/06/2021,43.33,FALSE,10
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,East Midlands,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2021,01/05/2021,42.33,FALSE,11.02
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,East Midlands,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2021,01/04/2021,45.33,FALSE,12.5
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,East Midlands,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2021,01/03/2021,42.67,FALSE,8.59
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,East Midlands,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2021,01/02/2021,44.67,FALSE,8.96
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,East Midlands,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2021,01/01/2021,37,FALSE,9.01
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,East Midlands,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2020,01/12/2020,29.33,FALSE,10.23
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,East Midlands,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2020,01/11/2020,22.67,FALSE,10.29
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,East Midlands,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2020,01/10/2020,22.33,FALSE,11.94
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,East Midlands,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2020,01/09/2020,20.67,FALSE,11.29
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,East Midlands,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2020,01/08/2020,22.67,FALSE,11.76
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,London,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2025,01/06/2025,44.33,FALSE,14.29
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,London,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2025,01/05/2025,49.67,FALSE,15.44
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,London,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2025,01/04/2025,45.67,FALSE,17.52
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,London,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2025,01/03/2025,43.33,FALSE,17.69
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,London,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2025,01/02/2025,43,FALSE,17.05
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,London,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2025,01/01/2025,44,FALSE,15.15
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,London,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2024,01/12/2024,43.67,FALSE,20.61
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,London,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2024,01/11/2024,37.67,FALSE,23.01
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,London,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2024,01/10/2024,39.33,FALSE,23.73
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,London,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2024,01/09/2024,41,FALSE,23.58
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,London,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2024,01/08/2024,45.67,FALSE,23.36
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,London,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2024,01/07/2024,50.33,FALSE,23.18
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,London,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2024,01/06/2024,48.33,FALSE,17.24
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,London,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2024,01/05/2024,45.33,FALSE,13.97
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,London,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2024,01/04/2024,36.67,FALSE,15.45
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,London,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2024,01/03/2024,41,FALSE,23.58
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,London,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2024,01/02/2024,43.67,FALSE,30.53
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,London,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2024,01/01/2024,46.33,FALSE,30.94
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,London,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2023,01/12/2023,43.33,FALSE,26.92
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,London,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2023,01/11/2023,44.33,FALSE,27.82
infectious_disease,antimicrobial_resistance,E-faecium,UKHSA Region,London,e-faecium_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2023,01/10/2023,51.67,FALSE,23.23
