,geography,stratum,date,resistance_pct,organism
581,North West,Glycopeptides,2021-06-01,22.41,e-faecium
582,North West,Glycopeptides,2021-05-01,20.44,e-faecium
583,North West,Glycopeptides,2021-04-01,22.37,e-faecium
584,North West,Glycopeptides,2021-03-01,18.82,e-faecium
585,North West,Glycopeptides,2021-02-01,20.5,e-faecium
586,North West,Glycopeptides,2021-01-01,20.0,e-faecium
587,North West,Glycopeptides,2020-12-01,22.96,e-faecium
588,North West,Glycopeptides,2020-11-01,21.37,e-faecium
589,North West,Glycopeptides,2020-10-01,16.19,e-faecium
592,East Midlands,Glycopeptides,2025-06-01,11.01,e-faecium
593,East Midlands,Glycopeptides,2025-05-01,11.93,e-faecium
594,East Midlands,Glycopeptides,2025-04-01,12.04,e-faecium
595,East Midlands,Glycopeptides,2025-03-01,12.39,e-faecium
596,East Midlands,Glycopeptides,2025-02-01,12.71,e-faecium
597,East Midlands,Glycopeptides,2025-01-01,11.97,e-faecium
598,East Midlands,Glycopeptides,2024-12-01,11.0,e-faecium
599,East Midlands,Glycopeptides,2024-11-01,13.64,e-faecium
600,East Midlands,Glycopeptides,2024-10-01,12.05,e-faecium
601,East Midlands,Glycopeptides,2024-09-01,13.1,e-faecium
602,East Midlands,Glycopeptides,2024-08-01,12.63,e-faecium
603,East Midlands,Glycopeptides,2024-07-01,19.79,e-faecium
604,East Midlands,Glycopeptides,2024-06-01,19.23,e-faecium
605,East Midlands,Glycopeptides,2024-05-01,17.53,e-faecium
606,East Midlands,Glycopeptides,2024-04-01,11.58,e-faecium
607,East Midlands,Glycopeptides,2024-03-01,13.19,e-faecium
608,East Midlands,Glycopeptides,2024-02-01,16.13,e-faecium
609,East Midlands,Glycopeptides,2024-01-01,15.62,e-faecium
610,East Midlands,Glycopeptides,2023-12-01,13.4,e-faecium
611,East Midlands,Glycopeptides,2023-11-01,9.71,e-faecium
612,East Midlands,Glycopeptides,2023-10-01,12.5,e-faecium
613,East Midlands,Glycopeptides,2023-09-01,13.54,e-faecium
614,East Midlands,Glycopeptides,2023-08-01,12.9,e-faecium
615,East Midlands,Glycopeptides,2023-07-01,11.58,e-faecium
616,East Midlands,Glycopeptides,2023-06-01,9.28,e-faecium
617,East Midlands,Glycopeptides,2023-05-01,9.26,e-faecium
618,East Midlands,Glycopeptides,2023-04-01,9.4,e-faecium
619,East Midlands,Glycopeptides,2023-03-01,9.65,e-faecium
620,East Midlands,Glycopeptides,2023-02-01,10.87,e-faecium
621,East Midlands,Glycopeptides,2023-01-01,11.96,e-faecium
622,East Midlands,Glycopeptides,2022-12-01,14.94,e-faecium
623,East Midlands,Glycopeptides,2022-11-01,16.3,e-faecium
624,East Midlands,Glycopeptides,2022-10-01,14.61,e-faecium
625,East Midlands,Glycopeptides,2022-09-01,12.2,e-faecium
626,East Midlands,Glycopeptides,2022-08-01,10.84,e-faecium
627,East Midlands,Glycopeptides,2022-07-01,9.68,e-faecium
628,East Midlands,Glycopeptides,2022-06-01,9.68,e-faecium
629,East Midlands,Glycopeptides,2022-05-01,9.41,e-faecium
630,East Midlands,Glycopeptides,2022-04-01,9.52,e-faecium
631,East Midlands,Glycopeptides,2022-03-01,9.89,e-faecium
632,East Midlands,Glycopeptides,2022-02-01,12.75,e-faecium
633,East Midlands,Glycopeptides,2022-01-01,12.12,e-faecium
634,East Midlands,Glycopeptides,2021-12-01,15.89,e-faecium
635,East Midlands,Glycopeptides,2021-11-01,13.76,e-faecium
636,East Midlands,Glycopeptides,2021-10-01,14.29,e-faecium
637,East Midlands,Glycopeptides,2021-09-01,9.47,e-faecium
638,East Midlands,Glycopeptides,2021-08-01,6.19,e-faecium
639,East Midlands,Glycopeptides,2021-07-01,6.31,e-faecium
640,East Midlands,Glycopeptides,2021-06-01,10.0,e-faecium
641,East Midlands,Glycopeptides,2021-05-01,11.02,e-faecium
642,East Midlands,Glycopeptides,2021-04-01,12.5,e-faecium
643,East Midlands,Glycopeptides,2021-03-01,8.59,e-faecium
644,East Midlands,Glycopeptides,2021-02-01,8.96,e-faecium
645,East Midlands,Glycopeptides,2021-01-01,9.01,e-faecium
646,East Midlands,Glycopeptides,2020-12-01,10.23,e-faecium
647,East Midlands,Glycopeptides,2020-11-01,10.29,e-faecium
648,East Midlands,Glycopeptides,2020-10-01,11.94,e-faecium
651,East of England,Glycopeptides,2025-06-01,31.82,e-faecium
652,East of England,Glycopeptides,2025-05-01,26.52,e-faecium
653,East of England,Glycopeptides,2025-04-01,24.22,e-faecium
654,East of England,Glycopeptides,2025-03-01,23.08,e-faecium
655,East of England,Glycopeptides,2025-02-01,23.19,e-faecium
656,East of England,Glycopeptides,2025-01-01,23.65,e-faecium
657,East of England,Glycopeptides,2024-12-01,25.83,e-faecium
658,East of England,Glycopeptides,2024-11-01,32.74,e-faecium
659,East of England,Glycopeptides,2024-10-01,41.44,e-faecium
660,East of England,Glycopeptides,2024-09-01,37.4,e-faecium
661,East of England,Glycopeptides,2024-08-01,36.36,e-faecium
662,East of England,Glycopeptides,2024-07-01,32.14,e-faecium
663,East of England,Glycopeptides,2024-06-01,35.25,e-faecium
664,East of England,Glycopeptides,2024-05-01,29.01,e-faecium
665,East of England,Glycopeptides,2024-04-01,28.23,e-faecium
666,East of England,Glycopeptides,2024-03-01,31.62,e-faecium
667,East of England,Glycopeptides,2024-02-01,36.61,e-faecium
668,East of England,Glycopeptides,2024-01-01,36.59,e-faecium
669,East of England,Glycopeptides,2023-12-01,31.97,e-faecium
670,East of England,Glycopeptides,2023-11-01,33.6,e-faecium
671,East of England,Glycopeptides,2023-10-01,33.03,e-faecium
672,East of England,Glycopeptides,2023-09-01,41.28,e-faecium
673,East of England,Glycopeptides,2023-08-01,39.58,e-faecium
674,East of England,Glycopeptides,2023-07-01,40.91,e-faecium
675,East of England,Glycopeptides,2023-06-01,42.73,e-faecium
676,East of England,Glycopeptides,2023-05-01,45.3,e-faecium
677,East of England,Glycopeptides,2023-04-01,46.23,e-faecium
678,East of England,Glycopeptides,2023-03-01,40.16,e-faecium
679,East of England,Glycopeptides,2023-02-01,40.3,e-faecium
680,East of England,Glycopeptides,2023-01-01,40.0,e-faecium
681,East of England,Glycopeptides,2022-12-01,40.31,e-faecium
682,East of England,Glycopeptides,2022-11-01,38.21,e-faecium
683,East of England,Glycopeptides,2022-10-01,37.39,e-faecium
684,East of England,Glycopeptides,2022-09-01,37.62,e-faecium
685,East of England,Glycopeptides,2022-08-01,41.59,e-faecium
686,East of England,Glycopeptides,2022-07-01,40.5,e-faecium
687,East of England,Glycopeptides,2022-06-01,42.02,e-faecium
688,East of England,Glycopeptides,2022-05-01,41.23,e-faecium
689,East of England,Glycopeptides,2022-04-01,38.64,e-faecium
690,East of England,Glycopeptides,2022-03-01,39.37,e-faecium
691,East of England,Glycopeptides,2022-02-01,36.84,e-faecium
692,East of England,Glycopeptides,2022-01-01,42.55,e-faecium
693,East of England,Glycopeptides,2021-12-01,30.97,e-faecium
694,East of England,Glycopeptides,2021-11-01,29.06,e-faecium
695,East of England,Glycopeptides,2021-10-01,26.61,e-faecium
696,East of England,Glycopeptides,2021-09-01,35.29,e-faecium
697,East of England,Glycopeptides,2021-08-01,40.43,e-faecium
698,East of England,Glycopeptides,2021-07-01,41.98,e-faecium
699,East of England,Glycopeptides,2021-06-01,38.04,e-faecium
700,East of England,Glycopeptides,2021-05-01,42.74,e-faecium
701,East of England,Glycopeptides,2021-04-01,43.38,e-faecium
702,East of England,Glycopeptides,2021-03-01,40.41,e-faecium
703,East of England,Glycopeptides,2021-02-01,32.77,e-faecium
704,East of England,Glycopeptides,2021-01-01,27.72,e-faecium
705,East of England,Glycopeptides,2020-12-01,23.38,e-faecium
706,East of England,Glycopeptides,2020-11-01,22.78,e-faecium
707,East of England,Glycopeptides,2020-10-01,28.75,e-faecium
710,South East,Glycopeptides,2025-06-01,26.98,e-faecium
711,South East,Glycopeptides,2025-05-01,19.42,e-faecium
712,South East,Glycopeptides,2025-04-01,18.06,e-faecium
713,South East,Glycopeptides,2025-03-01,16.23,e-faecium
714,South East,Glycopeptides,2025-02-01,20.67,e-faecium
715,South East,Glycopeptides,2025-01-01,22.97,e-faecium
716,South East,Glycopeptides,2024-12-01,20.3,e-faecium
717,South East,Glycopeptides,2024-11-01,16.67,e-faecium
718,South East,Glycopeptides,2024-10-01,16.43,e-faecium
719,South East,Glycopeptides,2024-09-01,18.06,e-faecium
720,South East,Glycopeptides,2024-08-01,19.57,e-faecium
721,South East,Glycopeptides,2024-07-01,15.45,e-faecium
722,South East,Glycopeptides,2024-06-01,16.15,e-faecium
723,South East,Glycopeptides,2024-05-01,14.07,e-faecium
724,South East,Glycopeptides,2024-04-01,17.14,e-faecium
725,South East,Glycopeptides,2024-03-01,17.39,e-faecium
726,South East,Glycopeptides,2024-02-01,23.4,e-faecium
727,South East,Glycopeptides,2024-01-01,23.65,e-faecium
728,South East,Glycopeptides,2023-12-01,21.53,e-faecium
729,South East,Glycopeptides,2023-11-01,19.01,e-faecium
730,South East,Glycopeptides,2023-10-01,15.67,e-faecium
731,South East,Glycopeptides,2023-09-01,22.46,e-faecium
732,South East,Glycopeptides,2023-08-01,21.21,e-faecium
733,South East,Glycopeptides,2023-07-01,23.53,e-faecium
734,South East,Glycopeptides,2023-06-01,21.77,e-faecium
735,South East,Glycopeptides,2023-05-01,22.45,e-faecium
736,South East,Glycopeptides,2023-04-01,25.17,e-faecium
737,South East,Glycopeptides,2023-03-01,23.66,e-faecium
738,South East,Glycopeptides,2023-02-01,23.4,e-faecium
739,South East,Glycopeptides,2023-01-01,21.33,e-faecium
740,South East,Glycopeptides,2022-12-01,20.0,e-faecium
741,South East,Glycopeptides,2022-11-01,19.74,e-faecium
742,South East,Glycopeptides,2022-10-01,18.79,e-faecium
743,South East,Glycopeptides,2022-09-01,21.71,e-faecium
744,South East,Glycopeptides,2022-08-01,21.8,e-faecium
745,South East,Glycopeptides,2022-07-01,25.62,e-faecium
746,South East,Glycopeptides,2022-06-01,24.76,e-faecium
747,South East,Glycopeptides,2022-05-01,23.08,e-faecium
748,South East,Glycopeptides,2022-04-01,19.3,e-faecium
749,South East,Glycopeptides,2022-03-01,18.11,e-faecium
750,South East,Glycopeptides,2022-02-01,20.29,e-faecium
751,South East,Glycopeptides,2022-01-01,23.65,e-faecium
752,South East,Glycopeptides,2021-12-01,25.34,e-faecium
753,South East,Glycopeptides,2021-11-01,32.2,e-faecium
754,South East,Glycopeptides,2021-10-01,30.97,e-faecium
755,South East,Glycopeptides,2021-09-01,31.58,e-faecium
756,South East,Glycopeptides,2021-08-01,25.0,e-faecium
757,South East,Glycopeptides,2021-07-01,23.39,e-faecium
758,South East,Glycopeptides,2021-06-01,24.43,e-faecium
759,South East,Glycopeptides,2021-05-01,30.14,e-faecium
760,South East,Glycopeptides,2021-04-01,29.41,e-faecium
761,South East,Glycopeptides,2021-03-01,24.64,e-faecium
762,South East,Glycopeptides,2021-02-01,17.68,e-faecium
763,South East,Glycopeptides,2021-01-01,17.05,e-faecium
764,South East,Glycopeptides,2020-12-01,20.71,e-faecium
765,South East,Glycopeptides,2020-11-01,25.0,e-faecium
766,South East,Glycopeptides,2020-10-01,23.85,e-faecium
769,Yorkshire and Humber,Glycopeptides,2025-06-01,21.05,e-faecium
770,Yorkshire and Humber,Glycopeptides,2025-05-01,25.47,e-faecium
771,Yorkshire and Humber,Glycopeptides,2025-04-01,21.74,e-faecium
772,Yorkshire and Humber,Glycopeptides,2025-03-01,20.45,e-faecium
773,Yorkshire and Humber,Glycopeptides,2025-02-01,14.85,e-faecium
774,Yorkshire and Humber,Glycopeptides,2025-01-01,15.97,e-faecium
775,Yorkshire and Humber,Glycopeptides,2024-12-01,15.0,e-faecium
776,Yorkshire and Humber,Glycopeptides,2024-11-01,15.31,e-faecium
777,Yorkshire and Humber,Glycopeptides,2024-10-01,16.28,e-faecium
778,Yorkshire and Humber,Glycopeptides,2024-09-01,17.44,e-faecium
779,Yorkshire and Humber,Glycopeptides,2024-08-01,19.61,e-faecium
780,Yorkshire and Humber,Glycopeptides,2024-07-01,20.95,e-faecium
781,Yorkshire and Humber,Glycopeptides,2024-06-01,17.8,e-faecium
782,Yorkshire and Humber,Glycopeptides,2024-05-01,16.51,e-faecium
783,Yorkshire and Humber,Glycopeptides,2024-04-01,14.84,e-faecium
784,Yorkshire and Humber,Glycopeptides,2024-03-01,14.5,e-faecium
785,Yorkshire and Humber,Glycopeptides,2024-02-01,18.25,e-faecium
786,Yorkshire and Humber,Glycopeptides,2024-01-01,16.83,e-faecium
787,Yorkshire and Humber,Glycopeptides,2023-12-01,19.54,e-faecium
788,Yorkshire and Humber,Glycopeptides,2023-11-01,17.65,e-faecium
789,Yorkshire and Humber,Glycopeptides,2023-10-01,18.68,e-faecium
790,Yorkshire and Humber,Glycopeptides,2023-09-01,20.93,e-faecium
791,Yorkshire and Humber,Glycopeptides,2023-08-01,15.29,e-faecium
792,Yorkshire and Humber,Glycopeptides,2023-07-01,24.44,e-faecium
793,Yorkshire and Humber,Glycopeptides,2023-06-01,26.04,e-faecium
794,Yorkshire and Humber,Glycopeptides,2023-05-01,27.88,e-faecium
795,Yorkshire and Humber,Glycopeptides,2023-04-01,20.95,e-faecium
796,Yorkshire and Humber,Glycopeptides,2023-03-01,17.14,e-faecium
797,Yorkshire and Humber,Glycopeptides,2023-02-01,18.45,e-faecium
798,Yorkshire and Humber,Glycopeptides,2023-01-01,24.73,e-faecium
799,Yorkshire and Humber,Glycopeptides,2022-12-01,26.37,e-faecium
800,Yorkshire and Humber,Glycopeptides,2022-11-01,27.71,e-faecium
801,Yorkshire and Humber,Glycopeptides,2022-10-01,20.0,e-faecium
802,Yorkshire and Humber,Glycopeptides,2022-09-01,22.35,e-faecium
803,Yorkshire and Humber,Glycopeptides,2022-08-01,23.71,e-faecium
804,Yorkshire and Humber,Glycopeptides,2022-07-01,27.27,e-faecium
805,Yorkshire and Humber,Glycopeptides,2022-06-01,27.47,e-faecium
806,Yorkshire and Humber,Glycopeptides,2022-05-01,28.42,e-faecium
807,Yorkshire and Humber,Glycopeptides,2022-04-01,26.09,e-faecium
808,Yorkshire and Humber,Glycopeptides,2022-03-01,24.73,e-faecium
809,Yorkshire and Humber,Glycopeptides,2022-02-01,29.89,e-faecium
810,Yorkshire and Humber,Glycopeptides,2022-01-01,28.57,e-faecium
811,Yorkshire and Humber,Glycopeptides,2021-12-01,30.77,e-faecium
812,Yorkshire and Humber,Glycopeptides,2021-11-01,20.55,e-faecium
813,Yorkshire and Humber,Glycopeptides,2021-10-01,21.43,e-faecium
814,Yorkshire and Humber,Glycopeptides,2021-09-01,18.75,e-faecium
815,Yorkshire and Humber,Glycopeptides,2021-08-01,17.72,e-faecium
816,Yorkshire and Humber,Glycopeptides,2021-07-01,12.79,e-faecium
817,Yorkshire and Humber,Glycopeptides,2021-06-01,11.11,e-faecium
818,Yorkshire and Humber,Glycopeptides,2021-05-01,8.97,e-faecium
819,Yorkshire and Humber,Glycopeptides,2021-04-01,14.29,e-faecium
820,Yorkshire and Humber,Glycopeptides,2021-03-01,13.58,e-faecium
821,Yorkshire and Humber,Glycopeptides,2021-02-01,17.44,e-faecium
822,Yorkshire and Humber,Glycopeptides,2021-01-01,14.29,e-faecium
823,Yorkshire and Humber,Glycopeptides,2020-12-01,18.39,e-faecium
824,Yorkshire and Humber,Glycopeptides,2020-11-01,16.25,e-faecium
825,Yorkshire and Humber,Glycopeptides,2020-10-01,20.9,e-faecium
828,London,Glycopeptides,2025-06-01,14.07,e-faecium
829,London,Glycopeptides,2025-05-01,15.33,e-faecium
830,London,Glycopeptides,2025-04-01,17.52,e-faecium
831,London,Glycopeptides,2025-03-01,17.69,e-faecium
832,London,Glycopeptides,2025-02-01,17.05,e-faecium
833,London,Glycopeptides,2025-01-01,15.15,e-faecium
834,London,Glycopeptides,2024-12-01,20.61,e-faecium
835,London,Glycopeptides,2024-11-01,23.01,e-faecium
836,London,Glycopeptides,2024-10-01,23.73,e-faecium
837,London,Glycopeptides,2024-09-01,23.58,e-faecium
838,London,Glycopeptides,2024-08-01,23.36,e-faecium
839,London,Glycopeptides,2024-07-01,23.18,e-faecium
840,London,Glycopeptides,2024-06-01,17.24,e-faecium
841,London,Glycopeptides,2024-05-01,13.97,e-faecium
842,London,Glycopeptides,2024-04-01,15.45,e-faecium
843,London,Glycopeptides,2024-03-01,23.58,e-faecium
844,London,Glycopeptides,2024-02-01,30.53,e-faecium
845,London,Glycopeptides,2024-01-01,30.94,e-faecium
846,London,Glycopeptides,2023-12-01,26.92,e-faecium
847,London,Glycopeptides,2023-11-01,27.82,e-faecium
848,London,Glycopeptides,2023-10-01,23.23,e-faecium
849,London,Glycopeptides,2023-09-01,25.0,e-faecium
850,London,Glycopeptides,2023-08-01,23.75,e-faecium
851,London,Glycopeptides,2023-07-01,24.82,e-faecium
852,London,Glycopeptides,2023-06-01,24.81,e-faecium
853,London,Glycopeptides,2023-05-01,26.21,e-faecium
854,London,Glycopeptides,2023-04-01,28.29,e-faecium
855,London,Glycopeptides,2023-03-01,30.12,e-faecium
856,London,Glycopeptides,2023-02-01,26.35,e-faecium
857,London,Glycopeptides,2023-01-01,25.68,e-faecium
858,London,Glycopeptides,2022-12-01,25.57,e-faecium
859,London,Glycopeptides,2022-11-01,26.19,e-faecium
860,London,Glycopeptides,2022-10-01,25.16,e-faecium
861,London,Glycopeptides,2022-09-01,24.03,e-faecium
862,London,Glycopeptides,2022-08-01,24.36,e-faecium
863,London,Glycopeptides,2022-07-01,29.11,e-faecium
864,London,Glycopeptides,2022-06-01,26.54,e-faecium
865,London,Glycopeptides,2022-05-01,26.49,e-faecium
866,London,Glycopeptides,2022-04-01,22.63,e-faecium
867,London,Glycopeptides,2022-03-01,33.58,e-faecium
868,London,Glycopeptides,2022-02-01,33.56,e-faecium
869,London,Glycopeptides,2022-01-01,30.43,e-faecium
870,London,Glycopeptides,2021-12-01,24.16,e-faecium
871,London,Glycopeptides,2021-11-01,25.93,e-faecium
872,London,Glycopeptides,2021-10-01,26.57,e-faecium
873,London,Glycopeptides,2021-09-01,26.95,e-faecium
874,London,Glycopeptides,2021-08-01,23.7,e-faecium
875,London,Glycopeptides,2021-07-01,28.7,e-faecium
876,London,Glycopeptides,2021-06-01,24.79,e-faecium
877,London,Glycopeptides,2021-05-01,26.53,e-faecium
878,London,Glycopeptides,2021-04-01,28.22,e-faecium
879,London,Glycopeptides,2021-03-01,29.77,e-faecium
880,London,Glycopeptides,2021-02-01,30.29,e-faecium
881,London,Glycopeptides,2021-01-01,25.39,e-faecium
882,London,Glycopeptides,2020-12-01,23.39,e-faecium
883,London,Glycopeptides,2020-11-01,19.66,e-faecium
884,London,Glycopeptides,2020-10-01,21.05,e-faecium
887,South West,Glycopeptides,2025-06-01,27.17,e-faecium
888,South West,Glycopeptides,2025-05-01,25.96,e-faecium
889,South West,Glycopeptides,2025-04-01,21.3,e-faecium
890,South West,Glycopeptides,2025-03-01,28.1,e-faecium
891,South West,Glycopeptides,2025-02-01,29.09,e-faecium
892,South West,Glycopeptides,2025-01-01,28.18,e-faecium
893,South West,Glycopeptides,2024-12-01,27.27,e-faecium
894,South West,Glycopeptides,2024-11-01,33.94,e-faecium
895,South West,Glycopeptides,2024-10-01,35.05,e-faecium
896,South West,Glycopeptides,2024-09-01,32.94,e-faecium
897,South West,Glycopeptides,2024-08-01,23.26,e-faecium
898,South West,Glycopeptides,2024-07-01,22.58,e-faecium
899,South West,Glycopeptides,2024-06-01,19.15,e-faecium
900,South West,Glycopeptides,2024-05-01,24.18,e-faecium
901,South West,Glycopeptides,2024-04-01,24.44,e-faecium
902,South West,Glycopeptides,2024-03-01,28.74,e-faecium
903,South West,Glycopeptides,2024-02-01,21.11,e-faecium
904,South West,Glycopeptides,2024-01-01,24.0,e-faecium
905,South West,Glycopeptides,2023-12-01,22.32,e-faecium
906,South West,Glycopeptides,2023-11-01,23.42,e-faecium
907,South West,Glycopeptides,2023-10-01,24.55,e-faecium
908,South West,Glycopeptides,2023-09-01,27.72,e-faecium
909,South West,Glycopeptides,2023-08-01,31.0,e-faecium
910,South West,Glycopeptides,2023-07-01,35.63,e-faecium
911,South West,Glycopeptides,2023-06-01,29.9,e-faecium
912,South West,Glycopeptides,2023-05-01,29.81,e-faecium
913,South West,Glycopeptides,2023-04-01,24.53,e-faecium
914,South West,Glycopeptides,2023-03-01,27.96,e-faecium
915,South West,Glycopeptides,2023-02-01,25.27,e-faecium
916,South West,Glycopeptides,2023-01-01,26.88,e-faecium
917,South West,Glycopeptides,2022-12-01,23.4,e-faecium
918,South West,Glycopeptides,2022-11-01,33.33,e-faecium
919,South West,Glycopeptides,2022-10-01,30.77,e-faecium
920,South West,Glycopeptides,2022-09-01,29.07,e-faecium
921,South West,Glycopeptides,2022-08-01,21.18,e-faecium
922,South West,Glycopeptides,2022-07-01,19.57,e-faecium
923,South West,Glycopeptides,2022-06-01,23.96,e-faecium
924,South West,Glycopeptides,2022-05-01,23.33,e-faecium
925,South West,Glycopeptides,2022-04-01,29.21,e-faecium
926,South West,Glycopeptides,2022-03-01,32.32,e-faecium
927,South West,Glycopeptides,2022-02-01,33.9,e-faecium
928,South West,Glycopeptides,2022-01-01,37.19,e-faecium
929,South West,Glycopeptides,2021-12-01,35.92,e-faecium
930,South West,Glycopeptides,2021-11-01,38.27,e-faecium
931,South West,Glycopeptides,2021-10-01,30.88,e-faecium
932,South West,Glycopeptides,2021-09-01,27.14,e-faecium
933,South West,Glycopeptides,2021-08-01,25.37,e-faecium
934,South West,Glycopeptides,2021-07-01,31.43,e-faecium
935,South West,Glycopeptides,2021-06-01,30.67,e-faecium
936,South West,Glycopeptides,2021-05-01,25.29,e-faecium
937,South West,Glycopeptides,2021-04-01,19.35,e-faecium
938,South West,Glycopeptides,2021-03-01,21.21,e-faecium
939,South West,Glycopeptides,2021-02-01,23.86,e-faecium
940,South West,Glycopeptides,2021-01-01,20.65,e-faecium
941,South West,Glycopeptides,2020-12-01,20.25,e-faecium
942,South West,Glycopeptides,2020-11-01,12.16,e-faecium
943,South West,Glycopeptides,2020-10-01,16.42,e-faecium
946,North East,Glycopeptides,2025-06-01,17.31,e-faecium
947,North East,Glycopeptides,2025-05-01,22.0,e-faecium
948,North East,Glycopeptides,2025-04-01,17.02,e-faecium
949,North East,Glycopeptides,2025-03-01,11.32,e-faecium
950,North East,Glycopeptides,2025-02-01,12.5,e-faecium
951,North East,Glycopeptides,2025-01-01,13.21,e-faecium
952,North East,Glycopeptides,2024-12-01,16.36,e-faecium
953,North East,Glycopeptides,2024-11-01,13.73,e-faecium
954,North East,Glycopeptides,2024-10-01,12.0,e-faecium
955,North East,Glycopeptides,2024-09-01,8.33,e-faecium
956,North East,Glycopeptides,2024-08-01,8.89,e-faecium
957,North East,Glycopeptides,2024-07-01,9.43,e-faecium
958,North East,Glycopeptides,2024-06-01,10.0,e-faecium
959,North East,Glycopeptides,2024-05-01,10.0,e-faecium
960,North East,Glycopeptides,2024-04-01,12.0,e-faecium
961,North East,Glycopeptides,2024-03-01,12.0,e-faecium
962,North East,Glycopeptides,2024-02-01,10.0,e-faecium
963,North East,Glycopeptides,2024-01-01,17.07,e-faecium
964,North East,Glycopeptides,2023-12-01,22.86,e-faecium
965,North East,Glycopeptides,2023-11-01,20.45,e-faecium
966,North East,Glycopeptides,2023-10-01,8.89,e-faecium
967,North East,Glycopeptides,2023-09-01,9.09,e-faecium
968,North East,Glycopeptides,2023-08-01,8.57,e-faecium
969,North East,Glycopeptides,2023-07-01,13.89,e-faecium
970,North East,Glycopeptides,2023-06-01,11.11,e-faecium
971,North East,Glycopeptides,2023-05-01,11.43,e-faecium
972,North East,Glycopeptides,2023-04-01,15.22,e-faecium
973,North East,Glycopeptides,2023-03-01,13.21,e-faecium
974,North East,Glycopeptides,2023-02-01,14.81,e-faecium
975,North East,Glycopeptides,2023-01-01,9.09,e-faecium
976,North East,Glycopeptides,2022-12-01,13.64,e-faecium
977,North East,Glycopeptides,2022-11-01,14.89,e-faecium
978,North East,Glycopeptides,2022-10-01,19.57,e-faecium
979,North East,Glycopeptides,2022-09-01,15.38,e-faecium
980,North East,Glycopeptides,2022-08-01,8.7,e-faecium
981,North East,Glycopeptides,2022-07-01,9.8,e-faecium
982,North East,Glycopeptides,2022-06-01,14.81,e-faecium
983,North East,Glycopeptides,2022-05-01,21.15,e-faecium
984,North East,Glycopeptides,2022-04-01,15.56,e-faecium
985,North East,Glycopeptides,2022-03-01,10.2,e-faecium
986,North East,Glycopeptides,2022-02-01,4.55,e-faecium
987,North East,Glycopeptides,2022-01-01,7.5,e-faecium
988,North East,Glycopeptides,2021-12-01,10.0,e-faecium
989,North East,Glycopeptides,2021-11-01,10.26,e-faecium
990,North East,Glycopeptides,2021-10-01,7.14,e-faecium
