theme,sub_theme,topic,geography_type,geography,metric,sex,age,stratum,year,date,metric_value,in_reporting_delay_period,metric value
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,East of England,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2022,01/12/2022,34.33,FALSE,6.8
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,East of England,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2022,01/11/2022,34.67,FALSE,8.65
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,East of England,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2022,01/10/2022,29,FALSE,5.75
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,East of England,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2022,01/09/2022,30,FALSE,6.67
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,East of England,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2022,01/08/2022,28,FALSE,5.95
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,East of England,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2022,01/07/2022,31,FALSE,8.6
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,East of England,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2022,01/06/2022,35.33,FALSE,9.43
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,East of England,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2022,01/05/2022,38.33,FALSE,11.3
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,East of England,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2022,01/04/2022,36.33,FALSE,9.17
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,East of England,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2022,01/03/2022,38,FALSE,6.14
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,East of England,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2022,01/02/2022,32.67,FALSE,4.08
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,East of England,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2022,01/01/2022,34,FALSE,6.86
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,East of England,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2021,01/12/2021,32,FALSE,8.33
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,East of England,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2021,01/11/2021,35.67,FALSE,9.35
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,East of England,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2021,01/10/2021,35.33,FALSE,7.55
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,East of England,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2021,01/09/2021,35.33,FALSE,7.55
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,East of England,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2021,01/08/2021,33,FALSE,4.04
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,East of England,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2021,01/07/2021,35,FALSE,3.81
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,East of England,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2021,01/06/2021,32.33,FALSE,4.12
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,East of England,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2021,01/05/2021,32.67,FALSE,3.06
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,East of England,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2021,01/04/2021,29,FALSE,5.75
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,East of England,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2021,01/03/2021,28.67,FALSE,4.65
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,East of England,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2021,01/02/2021,28.33,FALSE,5.88
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,East of England,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2021,01/01/2021,26.33,FALSE,3.8
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,East of England,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2020,01/12/2020,24.67,FALSE,4.05
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,East of England,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2020,01/11/2020,25.33,FALSE,7.89
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,East of England,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2020,01/10/2020,29.33,FALSE,9.09
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,East of England,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2020,01/09/2020,31,FALSE,8.6
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,East of England,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2020,01/08/2020,30,FALSE,5.56
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,East Midlands,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2025,01/06/2025,29,FALSE,2.3
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,East Midlands,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2025,01/05/2025,31.67,FALSE,2.11
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,East Midlands,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2025,01/04/2025,31.67,FALSE,5.26
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,East Midlands,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2025,01/03/2025,31.33,FALSE,4.26
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,East Midlands,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2025,01/02/2025,33.67,FALSE,3.96
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,East Midlands,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2025,01/01/2025,33.33,FALSE,2
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,East Midlands,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2024,01/12/2024,38,FALSE,1.75
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,East Midlands,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2024,01/11/2024,38.67,FALSE,4.31
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,East Midlands,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2024,01/10/2024,36.67,FALSE,4.55
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,East Midlands,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2024,01/09/2024,31,FALSE,4.3
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,East Midlands,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2024,01/08/2024,32.33,FALSE,1.03
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,East Midlands,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2024,01/07/2024,29,FALSE,1.15
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,East Midlands,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2024,01/06/2024,27.33,FALSE,1.22
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,East Midlands,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2024,01/05/2024,24,FALSE,1.39
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,East Midlands,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2024,01/04/2024,25.67,FALSE,1.3
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,East Midlands,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2024,01/03/2024,28,FALSE,3.57
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,East Midlands,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2024,01/02/2024,26.33,FALSE,3.8
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,East Midlands,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2024,01/01/2024,25,FALSE,2.67
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,East Midlands,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2023,01/12/2023,24,FALSE,0
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,East Midlands,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2023,01/11/2023,24.33,FALSE,2.74
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,East Midlands,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2023,01/10/2023,27.67,FALSE,3.61
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,East Midlands,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2023,01/09/2023,28.33,FALSE,3.53
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,East Midlands,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2023,01/08/2023,30.67,FALSE,2.17
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,East Midlands,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2023,01/07/2023,29.33,FALSE,1.14
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,East Midlands,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2023,01/06/2023,30.33,FALSE,1.1
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,East Midlands,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2023,01/05/2023,27,FALSE,0
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,East Midlands,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2023,01/04/2023,25.33,FALSE,0
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,East Midlands,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2023,01/03/2023,23.33,FALSE,0
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,East Midlands,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2023,01/02/2023,23.67,FALSE,0
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,East Midlands,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2023,01/01/2023,27.33,FALSE,0
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,East Midlands,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2022,01/12/2022,31.33,FALSE,0
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,East Midlands,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2022,01/11/2022,33.33,FALSE,1
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,East Midlands,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2022,01/10/2022,31.33,FALSE,2.13
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,East Midlands,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2022,01/09/2022,27.33,FALSE,2.44
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,East Midlands,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2022,01/08/2022,25,FALSE,1.33
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,East Midlands,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2022,01/07/2022,25.33,FALSE,0
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,East Midlands,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2022,01/06/2022,29.67,FALSE,1.12
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,East Midlands,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2022,01/05/2022,29,FALSE,2.3
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,East Midlands,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2022,01/04/2022,27,FALSE,2.47
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,East Midlands,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2022,01/03/2022,24.33,FALSE,1.37
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,East Midlands,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2022,01/02/2022,25,FALSE,0
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,East Midlands,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2022,01/01/2022,29.67,FALSE,1.12
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,East Midlands,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2021,01/12/2021,31,FALSE,3.23
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,East Midlands,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2021,01/11/2021,35,FALSE,3.81
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,East Midlands,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2021,01/10/2021,38.33,FALSE,4.35
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,East Midlands,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2021,01/09/2021,42.67,FALSE,3.12
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,East Midlands,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2021,01/08/2021,43.67,FALSE,2.29
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,East Midlands,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2021,01/07/2021,43.33,FALSE,0.77
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,East Midlands,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2021,01/06/2021,40.67,FALSE,0
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,East Midlands,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2021,01/05/2021,41.33,FALSE,0.81
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,East Midlands,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2021,01/04/2021,39.67,FALSE,1.68
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,East Midlands,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2021,01/03/2021,41.33,FALSE,1.61
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,East Midlands,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2021,01/02/2021,36.67,FALSE,0.91
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,East Midlands,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2021,01/01/2021,33.67,FALSE,0
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,East Midlands,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2020,01/12/2020,24.67,FALSE,0
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,East Midlands,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2020,01/11/2020,22,FALSE,1.52
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,East Midlands,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2020,01/10/2020,18.67,FALSE,1.79
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,East Midlands,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2020,01/09/2020,20.67,FALSE,3.23
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,East Midlands,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2020,01/08/2020,22.67,FALSE,4.41
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,London,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2025,01/06/2025,42,FALSE,3.97
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,London,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2025,01/05/2025,54,FALSE,2.47
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,London,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2025,01/04/2025,49.67,FALSE,2.01
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,London,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2025,01/03/2025,59.67,FALSE,1.12
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,London,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2025,01/02/2025,48.33,FALSE,1.38
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,London,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2025,01/01/2025,51,FALSE,0
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,London,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2024,01/12/2024,44.33,FALSE,0
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,London,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2024,01/11/2024,47,FALSE,1.42
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,London,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2024,01/10/2024,48.33,FALSE,2.07
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,London,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2024,01/09/2024,51.67,FALSE,3.87
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,London,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2024,01/08/2024,46.67,FALSE,3.57
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,London,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2024,01/07/2024,48.33,FALSE,5.52
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,London,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2024,01/06/2024,41.67,FALSE,4.8
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,London,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2024,01/05/2024,44,FALSE,3.79
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,London,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2024,01/04/2024,41.33,FALSE,2.42
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,London,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2024,01/03/2024,45.33,FALSE,1.47
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,London,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2024,01/02/2024,47,FALSE,2.13
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,London,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2024,01/01/2024,47.67,FALSE,1.4
